"id_question","finished","thread_length","outstd_count","contains_outstanding"
"2,635",1,26,25,yes
"2,637",1,15,13,yes
"2,641",1,4,4,yes
"2,643",0,5,3,yes
"2,649",1,2,2,yes
"2,652",1,2,2,yes
"2,656",1,6,5,yes
"2,658",1,5,5,yes
"2,676",1,18,18,yes
"2,680",0,5,4,yes
"2,686",1,2,2,yes
"2,689",0,5,4,yes
"2,699",1,3,3,yes
"2,700",1,5,5,yes
"2,701",1,9,9,yes
"2,704",1,18,16,yes
"2,705",0,4,3,yes
"2,706",0,3,1,yes
"2,720",1,2,1,yes
"2,722",1,5,5,yes
"2,729",1,6,4,yes
"2,731",1,18,15,yes
"2,732",1,9,7,yes
"2,733",1,14,13,yes
"2,742",1,2,2,yes
"2,744",1,14,10,yes
"2,745",1,6,6,yes
"2,749",1,6,5,yes
"2,751",1,7,7,yes
"2,752",0,4,4,yes
"2,753",1,12,11,yes
"2,755",1,3,3,yes
"2,757",1,12,12,yes
"2,760",0,9,6,yes
"2,764",1,8,7,yes
"2,765",1,8,6,yes
"2,771",1,7,7,yes
"2,774",1,2,2,yes
"2,776",1,10,6,yes
"2,781",1,6,6,yes
"2,782",0,6,6,yes
"2,790",0,6,6,yes
"2,791",1,5,5,yes
"2,792",0,6,6,yes
"2,793",1,3,3,yes
"2,794",1,5,3,yes
"2,795",1,4,4,yes
"2,800",1,2,2,yes
"2,802",1,9,7,yes
"2,807",0,3,3,yes
"2,812",0,3,3,yes
"2,813",1,6,6,yes
"2,814",0,9,9,yes
"2,815",1,5,5,yes
"2,816",1,4,1,yes
"2,817",1,25,20,yes
"2,821",1,10,10,yes
"2,822",1,38,34,yes
"2,823",1,4,3,yes
"2,824",0,7,7,yes
"2,828",1,16,14,yes
"2,835",1,20,17,yes
"2,840",1,4,3,yes
"2,841",1,6,6,yes
"2,844",1,17,15,yes
"2,847",1,8,8,yes
"2,848",1,15,15,yes
"2,852",0,11,9,yes
"2,853",1,4,4,yes
"2,856",1,4,3,yes
"2,857",1,4,4,yes
"2,859",1,2,2,yes
"2,860",0,8,5,yes
"2,861",1,3,3,yes
"2,868",1,6,5,yes
"2,879",0,5,2,yes
"2,880",0,3,3,yes
"2,883",1,4,4,yes
"2,889",0,6,6,yes
"2,890",1,15,14,yes
"2,893",0,5,4,yes
"2,894",0,8,7,yes
"2,895",1,6,5,yes
"2,897",0,17,16,yes
"2,900",1,7,7,yes
"2,905",1,2,2,yes
"2,907",1,6,3,yes
"2,912",0,7,7,yes
"2,913",1,7,6,yes
"2,915",0,2,2,yes
"2,917",0,3,1,yes
"2,918",0,9,8,yes
"2,922",0,13,12,yes
"2,926",1,2,2,yes
"2,927",0,4,2,yes
"2,929",1,11,9,yes
"2,931",0,9,8,yes
"2,933",1,2,2,yes
"2,934",1,6,6,yes
"2,935",0,2,2,yes
"2,937",1,9,9,yes
"2,938",1,11,10,yes
"2,943",1,6,3,yes
"2,946",0,4,2,yes
"2,947",1,2,2,yes
"2,948",1,9,9,yes
"2,951",1,4,4,yes
"2,952",0,7,4,yes
"2,956",1,10,9,yes
"2,958",1,14,14,yes
"2,959",0,4,4,yes
"2,960",1,4,4,yes
"2,962",1,3,3,yes
"2,964",1,4,4,yes
"2,965",1,2,2,yes
"2,971",1,2,2,yes
"2,976",1,5,5,yes
"2,980",1,3,2,yes
"2,981",0,7,6,yes
"2,984",1,20,18,yes
"2,986",1,14,12,yes
"2,987",0,5,5,yes
"2,989",1,6,5,yes
"2,990",1,7,7,yes
"2,991",0,3,3,yes
"2,997",1,5,5,yes
"2,998",0,4,3,yes
"3,000",0,11,10,yes
"3,001",1,4,4,yes
"3,002",1,16,16,yes
"3,003",1,9,6,yes
"3,005",1,3,3,yes
"3,007",1,5,5,yes
"3,008",1,4,2,yes
"3,010",1,9,9,yes
"3,014",1,4,4,yes
"3,015",1,4,3,yes
"3,018",1,3,3,yes
"3,019",1,4,4,yes
"3,020",1,11,9,yes
"3,022",1,2,1,yes
"3,029",0,14,14,yes
"3,038",1,2,2,yes
"3,039",1,3,3,yes
"3,041",1,7,6,yes
"3,048",0,5,5,yes
"3,051",1,7,7,yes
"3,052",1,4,4,yes
"3,055",1,8,7,yes
"3,060",1,4,2,yes
"3,061",1,8,8,yes
"3,066",1,4,4,yes
"3,067",1,14,13,yes
"3,068",1,4,2,yes
"3,069",0,5,5,yes
"3,072",1,2,2,yes
"3,073",0,8,8,yes
"3,074",1,2,2,yes
"3,075",1,9,8,yes
"3,076",0,7,5,yes
"3,078",1,14,9,yes
"3,079",1,3,3,yes
"3,082",1,7,7,yes
"3,085",1,8,7,yes
"3,091",0,12,9,yes
"3,094",1,4,4,yes
"3,096",1,6,5,yes
"3,097",1,2,2,yes
"3,098",1,15,15,yes
"3,101",1,11,11,yes
"3,103",1,11,11,yes
"3,105",1,6,5,yes
"3,108",0,3,3,yes
"3,109",0,8,8,yes
"3,110",1,3,3,yes
"3,111",1,5,4,yes
"3,113",1,4,4,yes
"3,121",0,9,9,yes
"3,123",1,5,5,yes
"3,125",1,2,2,yes
"3,126",1,9,8,yes
"3,129",1,13,9,yes
"3,131",1,3,3,yes
"3,134",1,4,4,yes
"3,135",0,8,7,yes
"3,136",1,5,5,yes
"3,138",1,6,6,yes
"3,141",1,4,3,yes
"3,144",0,2,2,yes
"3,147",1,6,6,yes
"3,148",0,9,8,yes
"3,149",1,4,3,yes
"3,150",1,5,4,yes
"3,151",1,22,19,yes
"3,153",0,4,4,yes
"3,158",1,14,14,yes
"3,161",0,8,8,yes
"3,162",1,3,3,yes
"3,163",0,3,3,yes
"3,164",1,14,11,yes
"3,165",0,4,4,yes
"3,167",1,7,4,yes
"3,168",0,4,4,yes
"3,169",0,8,8,yes
"3,175",0,12,10,yes
"3,182",1,5,5,yes
"3,187",1,13,12,yes
"3,193",1,6,6,yes
"3,196",1,19,16,yes
"3,199",1,5,5,yes
"3,200",1,4,4,yes
"3,203",1,3,3,yes
"3,204",0,13,10,yes
"3,206",1,2,2,yes
"3,207",1,8,3,yes
"3,208",1,4,4,yes
"3,213",1,3,2,yes
"3,215",0,12,11,yes
"3,218",0,3,1,yes
"3,224",1,5,5,yes
"3,230",1,4,3,yes
"3,231",1,2,2,yes
"3,233",1,7,7,yes
"3,237",1,4,3,yes
"3,239",0,5,5,yes
"3,240",1,3,1,yes
"3,243",1,17,14,yes
"3,244",0,8,7,yes
"3,247",1,3,3,yes
"3,251",1,10,7,yes
"3,264",0,4,4,yes
"3,265",1,7,4,yes
"3,266",1,11,6,yes
"3,267",1,7,7,yes
"3,269",1,7,5,yes
"3,271",0,4,4,yes
"3,275",1,20,13,yes
"3,278",0,3,2,yes
"3,280",1,6,6,yes
"3,285",1,5,5,yes
"3,286",0,7,6,yes
"3,287",1,3,3,yes
"3,289",0,4,3,yes
"3,290",0,2,2,yes
"3,296",1,14,11,yes
"3,297",1,3,3,yes
"3,298",1,17,17,yes
"3,299",1,7,6,yes
"3,307",0,7,6,yes
"3,308",1,3,2,yes
"3,311",0,12,11,yes
"3,312",1,4,4,yes
"3,313",1,2,2,yes
"3,320",0,2,2,yes
"3,321",1,4,3,yes
"3,322",1,5,5,yes
"3,327",1,13,8,yes
"3,328",0,27,27,yes
"3,331",0,6,6,yes
"3,334",0,5,4,yes
"3,342",1,2,1,yes
"3,344",1,7,6,yes
"3,351",1,3,3,yes
"3,353",1,5,5,yes
"3,354",1,11,8,yes
"3,356",0,2,2,yes
"3,357",0,2,1,yes
"3,358",0,9,6,yes
"3,360",1,3,3,yes
"3,362",1,2,2,yes
"3,363",0,7,4,yes
"3,365",0,12,12,yes
"3,367",1,10,10,yes
"3,369",0,8,6,yes
"3,377",1,3,2,yes
"3,378",0,9,7,yes
"3,379",0,5,5,yes
"3,380",1,3,3,yes
"3,381",0,3,3,yes
"3,382",0,4,4,yes
"3,384",1,3,3,yes
"3,385",1,5,5,yes
"3,388",1,12,12,yes
"3,395",1,10,7,yes
"3,396",1,11,6,yes
"3,397",1,2,2,yes
"3,410",0,13,13,yes
"3,416",1,6,6,yes
"3,417",1,7,7,yes
"3,419",1,14,13,yes
"3,426",1,4,4,yes
"3,427",1,2,1,yes
"3,429",1,7,6,yes
"3,430",1,20,19,yes
"3,435",1,6,6,yes
"3,436",0,2,1,yes
"3,439",1,5,5,yes
"3,440",1,2,2,yes
"3,441",0,5,4,yes
"3,445",1,2,2,yes
"3,446",1,8,8,yes
"3,449",1,11,11,yes
"3,451",1,7,6,yes
"3,454",1,9,9,yes
"3,455",1,15,12,yes
"3,456",0,4,4,yes
"3,457",0,6,5,yes
"3,458",1,2,2,yes
"3,461",1,5,5,yes
"3,467",1,2,2,yes
"3,471",1,3,3,yes
"3,475",0,5,5,yes
"3,478",1,6,4,yes
"3,479",1,6,6,yes
"3,480",1,2,2,yes
"3,487",1,3,3,yes
"3,491",1,3,3,yes
"3,492",0,2,2,yes
"3,493",1,3,3,yes
"3,495",0,4,4,yes
"3,496",1,10,10,yes
"3,497",1,2,2,yes
"3,498",1,10,6,yes
"3,501",1,19,17,yes
"3,504",1,5,4,yes
"3,505",1,2,2,yes
"3,508",1,5,4,yes
"3,511",1,7,6,yes
"3,512",0,7,7,yes
"3,515",1,4,4,yes
"3,516",0,3,3,yes
"3,519",1,13,9,yes
"3,522",1,8,7,yes
"3,523",1,4,4,yes
"3,525",1,7,5,yes
"3,529",0,2,2,yes
"3,530",0,6,6,yes
"3,533",1,8,4,yes
"3,539",1,3,3,yes
"3,541",1,5,5,yes
"3,544",0,4,2,yes
"3,545",1,8,3,yes
"3,556",0,3,2,yes
"3,559",1,8,8,yes
"3,562",1,11,8,yes
"3,563",1,2,2,yes
"3,567",1,2,2,yes
"3,571",1,5,3,yes
"3,575",1,6,5,yes
"3,576",0,3,3,yes
"3,577",0,12,11,yes
"3,581",1,8,5,yes
"3,582",1,3,3,yes
"3,583",1,6,4,yes
"3,587",1,9,8,yes
"3,590",1,12,10,yes
"3,591",1,6,5,yes
"3,593",1,3,2,yes
"3,601",1,4,4,yes
"3,602",0,13,8,yes
"3,604",1,9,6,yes
"3,605",1,16,16,yes
"3,608",0,2,0,no
"3,609",1,10,10,yes
"3,610",1,9,9,yes
"3,611",1,3,2,yes
"3,612",0,12,9,yes
"3,614",1,17,13,yes
"3,618",0,5,5,yes
"3,621",1,7,3,yes
"3,625",1,11,10,yes
"3,626",1,2,1,yes
"3,628",1,3,3,yes
"3,631",1,2,2,yes
"3,634",1,3,3,yes
"3,635",1,3,3,yes
"3,636",1,13,13,yes
"3,638",1,17,16,yes
"3,646",1,6,4,yes
"3,647",0,2,2,yes
"3,648",0,9,9,yes
"3,650",1,14,6,yes
"3,654",1,5,5,yes
"3,655",1,9,8,yes
"3,656",1,5,4,yes
"3,657",1,11,10,yes
"3,658",0,37,36,yes
"3,660",1,9,7,yes
"3,662",0,8,5,yes
"3,668",0,2,1,yes
"3,669",1,5,3,yes
"3,670",0,4,3,yes
"3,672",0,2,2,yes
"3,673",1,7,5,yes
"3,674",1,2,1,yes
"3,677",1,4,4,yes
"3,679",0,5,5,yes
"3,681",1,5,3,yes
"3,712",0,15,14,yes
"3,714",0,8,3,yes
"3,718",1,10,9,yes
"3,719",1,4,2,yes
"3,721",0,8,7,yes
"3,722",0,7,5,yes
"3,723",0,25,22,yes
"3,726",0,3,3,yes
"3,736",0,7,7,yes
"3,737",0,7,7,yes
"3,738",0,17,17,yes
"3,739",0,19,18,yes
"3,741",1,2,2,yes
"3,742",1,4,2,yes
"3,746",1,4,4,yes
"3,750",1,12,10,yes
"3,754",1,11,9,yes
"3,756",1,8,7,yes
"3,760",0,4,4,yes
"3,767",0,15,13,yes
"3,777",1,9,4,yes
"3,778",1,14,9,yes
"3,782",0,7,6,yes
"3,785",1,4,3,yes
"3,787",1,10,5,yes
"3,790",1,8,4,yes
"3,795",0,6,4,yes
"3,796",1,8,7,yes
"3,800",0,2,1,yes
"3,803",1,7,6,yes
"3,807",1,16,14,yes
"3,809",0,9,9,yes
"3,810",0,4,2,yes
"3,813",0,2,2,yes
"3,815",0,18,17,yes
"3,816",1,7,7,yes
"3,817",1,8,6,yes
"3,820",1,3,3,yes
"3,821",1,6,5,yes
"3,822",1,3,3,yes
"3,829",1,3,3,yes
"3,830",0,7,4,yes
"3,831",1,2,2,yes
"3,833",0,3,3,yes
"3,836",0,16,14,yes
"3,843",1,4,4,yes
"3,846",1,20,16,yes
"3,847",1,4,4,yes
"3,851",1,5,3,yes
"3,859",0,8,8,yes
"3,867",0,7,2,yes
"3,869",1,11,3,yes
"3,871",1,17,8,yes
"3,874",1,6,6,yes
"3,876",1,3,3,yes
"3,877",1,4,4,yes
"3,883",1,6,6,yes
"3,884",0,18,16,yes
"3,885",1,4,4,yes
"3,887",0,6,3,yes
"3,890",1,11,3,yes
"3,892",0,4,2,yes
"3,894",1,10,8,yes
"3,895",1,4,1,yes
"3,899",1,5,4,yes
"3,900",0,6,6,yes
"3,909",1,2,2,yes
"3,910",0,5,5,yes
"3,912",1,4,4,yes
"3,914",1,9,8,yes
"3,915",1,8,3,yes
"3,921",1,3,3,yes
"3,924",0,3,3,yes
"3,926",1,5,4,yes
"3,927",1,10,10,yes
"3,929",0,4,2,yes
"3,931",0,4,2,yes
"3,933",1,3,3,yes
"3,934",1,8,8,yes
"3,935",1,7,7,yes
"3,937",1,5,5,yes
"3,939",1,10,10,yes
"3,941",0,2,2,yes
"3,944",1,12,6,yes
"3,946",0,7,7,yes
"3,949",0,2,1,yes
"3,950",1,20,20,yes
"3,951",1,4,4,yes
"3,956",1,4,4,yes
"3,957",1,5,5,yes
"3,958",1,9,9,yes
"3,963",1,4,4,yes
"3,964",0,6,3,yes
"3,968",0,3,3,yes
"3,971",1,3,2,yes
"3,974",1,6,3,yes
"3,977",1,7,2,yes
"3,979",0,3,3,yes
"3,982",0,6,2,yes
"3,984",0,5,0,no
"3,986",0,9,8,yes
"3,988",1,18,18,yes
"3,990",1,2,2,yes
"3,991",0,9,5,yes
"3,992",1,2,2,yes
"3,993",1,13,9,yes
"3,996",0,6,6,yes
"3,998",0,2,2,yes
"4,002",0,4,4,yes
"4,004",1,4,3,yes
"4,012",0,7,7,yes
"4,013",1,14,14,yes
"4,014",1,11,9,yes
"4,017",0,2,1,yes
"4,018",1,15,15,yes
"4,019",1,10,10,yes
"4,024",1,9,1,yes
"4,027",0,3,3,yes
"4,028",1,7,7,yes
"4,030",0,10,8,yes
"4,031",1,7,6,yes
"4,034",1,24,23,yes
"4,035",1,5,5,yes
"4,036",1,33,29,yes
"4,037",1,11,9,yes
"4,038",0,6,6,yes
"4,040",1,4,2,yes
"4,045",1,7,7,yes
"4,048",0,11,10,yes
"4,049",0,12,7,yes
"4,050",1,4,4,yes
"4,051",0,7,6,yes
"4,053",0,13,8,yes
"4,063",0,3,3,yes
"4,064",1,2,2,yes
"4,068",1,6,6,yes
"4,071",1,2,1,yes
"4,075",1,5,4,yes
"4,077",0,8,7,yes
"4,079",0,10,10,yes
"4,081",1,4,2,yes
"4,085",1,9,3,yes
"4,087",1,11,11,yes
"4,088",0,8,8,yes
"4,089",1,12,12,yes
"4,090",0,5,5,yes
"4,091",0,3,3,yes
"4,092",1,7,6,yes
"4,110",1,25,16,yes
"4,118",0,2,2,yes
"4,119",0,7,5,yes
"4,120",1,7,6,yes
"4,122",1,4,4,yes
"4,124",1,2,1,yes
"4,126",1,5,5,yes
"4,127",1,5,4,yes
"4,128",1,4,4,yes
"4,155",0,3,3,yes
"4,159",1,4,4,yes
"4,160",1,3,3,yes
"4,164",0,4,4,yes
"4,166",0,3,3,yes
"4,169",1,13,12,yes
"4,173",1,8,6,yes
"4,175",1,19,12,yes
"4,176",1,3,3,yes
"4,179",1,8,5,yes
"4,180",1,7,7,yes
"4,183",1,10,10,yes
"4,184",1,6,4,yes
"4,185",1,2,1,yes
"4,190",1,7,5,yes
"4,194",1,30,18,yes
"4,195",0,9,9,yes
"4,197",0,6,2,yes
"4,201",0,8,8,yes
"4,203",1,7,6,yes
"4,204",0,6,3,yes
"4,207",0,8,8,yes
"4,209",1,12,7,yes
"4,210",1,6,5,yes
"4,212",1,5,2,yes
"4,215",1,4,4,yes
"4,221",1,9,8,yes
"4,226",1,6,5,yes
"4,232",1,4,4,yes
"4,233",1,5,5,yes
"4,235",0,16,16,yes
"4,237",1,5,5,yes
"4,238",1,9,9,yes
"4,240",1,6,6,yes
"4,242",0,9,7,yes
"4,244",0,9,8,yes
"4,246",0,2,1,yes
"4,252",0,4,3,yes
"4,254",1,6,6,yes
"4,255",1,5,5,yes
"4,257",0,5,3,yes
"4,258",0,5,5,yes
"4,259",1,4,4,yes
"4,260",1,17,17,yes
"4,261",1,10,10,yes
"4,263",0,3,2,yes
"4,267",0,2,2,yes
"4,268",0,13,13,yes
"4,273",1,3,0,no
"4,275",0,6,3,yes
"4,278",1,10,9,yes
"4,279",1,21,9,yes
"4,280",0,2,1,yes
"4,281",0,6,5,yes
"4,287",0,6,5,yes
"4,291",1,17,17,yes
"4,292",0,10,10,yes
"4,296",1,4,4,yes
"4,297",0,4,4,yes
"4,298",0,7,6,yes
"4,301",1,3,2,yes
"4,303",1,4,4,yes
"4,304",1,6,5,yes
"4,307",0,9,7,yes
"4,312",0,6,5,yes
"4,314",1,2,1,yes
"4,315",1,25,9,yes
"4,317",1,10,6,yes
"4,323",0,1,1,yes
"4,326",1,4,4,yes
"4,327",1,5,5,yes
"4,330",1,9,6,yes
"4,331",1,7,7,yes
"4,333",1,2,2,yes
"4,334",0,6,6,yes
"4,336",1,2,2,yes
"4,337",1,7,7,yes
"4,338",1,14,12,yes
"4,340",0,6,4,yes
"4,341",1,9,9,yes
"4,342",0,4,4,yes
"4,353",1,12,8,yes
"4,354",1,8,8,yes
"4,356",1,2,2,yes
"4,358",1,7,7,yes
"4,360",0,5,3,yes
"4,363",0,3,1,yes
"4,365",0,4,2,yes
"4,366",1,4,4,yes
"4,368",1,3,3,yes
"4,369",0,8,7,yes
"4,370",0,5,5,yes
"4,372",1,3,2,yes
"4,373",1,4,4,yes
"4,374",1,9,6,yes
"4,379",0,6,5,yes
"4,383",1,5,3,yes
"4,386",0,1,0,no
"4,387",0,7,5,yes
"4,390",1,2,2,yes
"4,391",1,7,3,yes
"4,392",0,6,6,yes
"4,393",1,4,4,yes
"4,397",1,5,4,yes
"4,399",0,5,1,yes
"4,401",1,7,7,yes
"4,404",1,4,2,yes
"4,405",1,18,17,yes
"4,406",1,4,2,yes
"4,410",0,3,1,yes
"4,412",1,7,7,yes
"4,413",1,5,5,yes
"4,414",1,8,5,yes
"4,416",1,8,8,yes
"4,419",0,3,2,yes
"4,422",0,3,2,yes
"4,427",0,2,1,yes
"4,429",1,9,7,yes
"4,430",1,2,2,yes
"4,431",1,8,6,yes
"4,438",0,7,6,yes
"4,441",1,6,6,yes
"4,444",0,6,6,yes
"4,446",1,8,7,yes
"4,447",1,12,12,yes
"4,448",1,7,5,yes
"4,452",1,4,3,yes
"4,453",1,3,2,yes
"4,454",1,3,3,yes
"4,463",1,4,4,yes
"4,464",1,5,5,yes
"4,466",0,12,12,yes
"4,467",0,5,5,yes
"4,473",1,8,7,yes
"4,477",0,13,11,yes
"4,480",1,4,2,yes
"4,481",1,6,4,yes
"4,485",1,2,2,yes
"4,486",0,6,5,yes
"4,488",0,4,3,yes
"4,489",1,10,10,yes
"4,492",1,7,7,yes
"4,495",1,5,4,yes
"4,498",1,21,14,yes
"4,501",0,8,4,yes
"4,502",0,18,18,yes
"4,503",0,6,4,yes
"4,505",1,4,4,yes
"4,511",1,8,8,yes
"4,512",0,6,4,yes
"4,514",1,6,4,yes
"4,518",0,3,2,yes
"4,520",0,2,1,yes
"4,521",1,6,6,yes
"4,524",1,8,7,yes
"4,527",0,5,3,yes
"4,528",1,4,4,yes
"4,532",0,2,1,yes
"4,538",0,2,0,no
"4,539",1,12,7,yes
"4,543",0,4,2,yes
"4,544",1,8,4,yes
"4,545",1,5,4,yes
"4,547",1,2,2,yes
"4,551",1,6,6,yes
"4,553",0,4,4,yes
"4,556",1,4,2,yes
"4,558",1,8,8,yes
"4,559",0,10,7,yes
"4,563",1,2,2,yes
"4,566",0,5,3,yes
"4,567",0,6,5,yes
"4,568",0,2,2,yes
"4,569",0,4,3,yes
"4,571",0,6,5,yes
"4,572",0,14,11,yes
"4,574",0,6,6,yes
"4,575",1,5,3,yes
"4,576",1,7,3,yes
"4,578",0,3,3,yes
"4,581",1,4,4,yes
"4,584",1,10,9,yes
"4,585",1,8,8,yes
"4,586",1,13,11,yes
"4,587",1,12,12,yes
"4,590",0,12,12,yes
"4,591",1,16,14,yes
"4,593",1,4,4,yes
"4,595",0,10,9,yes
"4,597",0,5,2,yes
"4,599",0,2,2,yes
"4,602",1,3,3,yes
"4,604",1,19,13,yes
"4,606",1,8,8,yes
"4,608",1,11,10,yes
"4,612",0,11,8,yes
"4,616",1,5,5,yes
"4,617",0,4,1,yes
"4,621",1,19,16,yes
"4,622",1,9,6,yes
"4,624",1,11,10,yes
"4,629",0,12,11,yes
"4,630",1,2,1,yes
"4,631",1,7,7,yes
"4,634",1,5,5,yes
"4,636",0,6,6,yes
"4,639",1,8,8,yes
"4,645",0,2,2,yes
"4,649",1,3,3,yes
"4,653",0,11,11,yes
"4,654",1,6,6,yes
"4,656",0,4,4,yes
"4,659",1,5,5,yes
"4,661",1,10,10,yes
"4,662",0,8,8,yes
"4,665",1,33,32,yes
"4,676",0,5,3,yes
"4,678",1,6,6,yes
"4,681",1,3,3,yes
"4,683",1,4,2,yes
"4,685",1,3,1,yes
"4,686",0,10,10,yes
"4,688",1,9,9,yes
"4,689",0,2,1,yes
"4,693",0,5,4,yes
"4,695",1,6,5,yes
"4,698",1,10,10,yes
"4,706",1,4,4,yes
"4,708",0,5,3,yes
"4,709",1,6,6,yes
"4,710",0,3,2,yes
"4,712",1,4,4,yes
"4,714",1,3,3,yes
"4,715",1,6,5,yes
"4,717",1,2,2,yes
"4,720",1,2,2,yes
"4,721",0,2,2,yes
"4,722",0,7,4,yes
"4,730",1,5,3,yes
"4,731",1,7,7,yes
"4,733",0,14,13,yes
"4,737",0,9,8,yes
"4,738",1,11,9,yes
"4,740",1,7,7,yes
"4,741",0,11,10,yes
"4,743",0,4,3,yes
"4,745",1,6,6,yes
"4,746",1,4,4,yes
"4,747",1,13,10,yes
"4,748",1,8,8,yes
"4,749",1,7,7,yes
"4,752",0,6,6,yes
"4,753",1,13,13,yes
"4,754",0,6,6,yes
"4,756",1,4,4,yes
"4,758",0,3,2,yes
"4,761",1,4,4,yes
"4,763",0,3,2,yes
"4,764",0,3,2,yes
"4,765",1,2,2,yes
"4,768",0,4,4,yes
"4,770",0,17,16,yes
"4,771",0,6,6,yes
"4,772",1,9,9,yes
"4,774",1,3,3,yes
"4,775",1,5,5,yes
"4,777",0,13,11,yes
"4,779",1,5,5,yes
"4,781",1,5,5,yes
"4,783",0,17,13,yes
"4,788",1,7,7,yes
"4,790",1,9,9,yes
"4,791",0,9,8,yes
"4,792",0,5,5,yes
"4,793",1,15,10,yes
"4,796",1,20,20,yes
"4,798",1,5,4,yes
"4,800",1,7,7,yes
"4,805",0,4,4,yes
"4,808",1,16,13,yes
"4,810",1,29,28,yes
"4,813",0,4,4,yes
"4,817",0,7,7,yes
"4,820",1,2,1,yes
"4,822",1,2,2,yes
"4,824",0,10,9,yes
