"id","id_user","creation_date","ari","characters","complexwords","syllables","sentences","words","questions","answers","comments","reviews","accepted_answers","hist_accepted_answers","class"
"39,937","28,795",2013-02-01 17:45:39,11.219,"1,175",42,425,12,248,12,41,67,56,22,12,normal
"40,405","28,795",2013-04-08 13:35:19,8.654,486,12,166,6,109,12,41,67,56,22,13,normal
"40,751","28,795",2013-05-14 07:55:04,9.383,831,24,303,9,197,12,41,67,56,22,13,normal
"41,475","28,795",2013-08-11 18:56:39,0,0,0,0,0,0,12,41,67,56,22,13,best
"41,642","28,795",2013-08-29 20:20:32,14.358,"1,050",43,381,8,233,12,41,67,56,22,14,best
"52,795","28,795",2015-01-21 20:20:49,8.471,"1,595",53,547,20,359,12,41,67,56,22,20,normal
"52,837","28,795",2015-01-23 08:46:39,4.191,364,9,128,7,89,12,41,67,56,22,20,normal
"53,261","28,795",2015-02-04 12:21:34,0,0,0,0,0,0,12,41,67,56,22,20,normal
"42,302","28,795",2013-11-08 09:50:30,11.008,569,19,188,6,119,12,41,67,56,22,15,best
"43,510","28,795",2014-02-07 11:37:38,9.288,498,11,158,6,108,12,41,67,56,22,16,normal
"58,454","28,795",2015-06-15 12:34:08,10.378,769,24,269,8,172,12,41,67,56,22,21,normal
"57,500","28,795",2015-05-20 16:44:08,0,0,0,0,0,0,12,41,67,56,22,20,best
"58,275","28,795",2015-06-10 14:27:22,0,0,0,0,0,0,12,41,67,56,22,21,normal
"60,196","28,795",2015-08-16 20:54:47,8.826,"1,288",37,434,15,299,12,41,67,56,22,21,normal
"38,164","28,798",2012-04-26 01:32:22,12.334,"1,051",44,373,9,247,1,2,11,6,0,0,normal
"38,128","28,798",2012-04-25 18:39:16,0,0,0,0,0,0,1,2,11,6,0,0,normal
"78,075","28,799",2016-12-15 17:22:53,0,0,0,0,0,0,8,5,29,12,2,2,normal
"38,181","28,799",2012-04-26 07:54:25,12.797,955,36,340,8,219,8,5,29,12,2,0,best
"38,165","28,799",2012-04-26 02:02:10,20.681,"2,520",53,960,14,713,8,5,29,12,2,0,normal
"41,689","28,799",2013-09-02 21:31:52,18.504,"2,031",73,717,12,472,8,5,29,12,2,1,normal
"41,765","28,799",2013-09-12 20:52:58,14.937,980,30,354,7,241,8,5,29,12,2,1,best
"38,215","28,800",2012-04-28 05:27:54,18.983,"1,037",38,390,6,256,1,10,5,5,4,1,normal
"38,253","28,800",2012-04-28 17:44:50,13.957,"1,306",38,449,10,307,1,10,5,5,4,1,normal
"38,263","28,800",2012-04-29 01:18:12,10.24,913,40,319,12,177,1,10,5,5,4,1,normal
"38,272","28,800",2012-04-29 18:30:29,8.941,346,16,127,4,80,1,10,5,5,4,1,best
"38,141","28,800",2012-04-25 19:08:09,10.826,388,12,146,4,84,1,10,5,5,4,0,best
"38,212","28,800",2012-04-27 21:27:27,11.328,"1,065",41,371,10,244,1,10,5,5,4,1,normal
"38,213","28,800",2012-04-27 21:59:54,11.992,"1,179",56,436,12,235,1,10,5,5,4,1,normal
"38,523","28,800",2012-05-17 13:22:12,13.281,"1,185",41,441,10,253,1,10,5,5,4,2,best
"39,209","28,800",2012-09-24 21:16:09,9.143,539,18,186,6,127,1,10,5,5,4,3,best
"38,210","28,800",2012-04-27 20:52:39,3.027,272,3,96,5,76,1,10,5,5,4,1,normal
"38,293","28,802",2012-05-01 15:59:11,9.367,"3,015",120,"1,039",36,654,9,33,309,203,15,0,best
"44,991","28,802",2014-04-16 16:06:35,0,0,0,0,0,0,9,33,309,203,15,5,normal
"49,291","28,802",2014-09-29 12:29:16,6.621,274,16,99,5,58,9,33,309,203,15,9,normal
"46,762","28,802",2014-06-30 14:46:13,0,0,0,0,0,0,9,33,309,203,15,5,normal
"80,536","28,802",2017-02-05 20:11:22,0,0,0,0,0,0,9,33,309,203,15,15,normal
"48,858","28,802",2014-09-16 21:25:34,10.882,"13,439",442,"4,599",135,"2,970",9,33,309,203,15,7,best
"42,169","28,802",2013-10-29 20:52:26,0,0,0,0,0,0,9,33,309,203,15,3,best
"48,713","28,802",2014-09-12 12:48:57,10.065,203,10,70,3,38,9,33,309,203,15,6,best
"57,255","28,802",2015-05-15 15:13:15,12.003,"4,833",162,"1,706",44,"1,070",9,33,309,203,15,10,normal
"48,443","28,802",2014-09-04 15:30:40,0,0,0,0,0,0,9,33,309,203,15,5,best
"49,600","28,802",2014-10-08 12:35:28,8.859,"1,782",69,618,22,393,9,33,309,203,15,9,normal
"49,604","28,802",2014-10-08 13:52:25,9.132,249,11,90,5,45,9,33,309,203,15,9,normal
"39,052","28,802",2012-08-28 14:23:55,9.412,627,31,225,8,130,9,33,309,203,15,1,normal
"49,196","28,802",2014-09-26 14:01:45,11.166,"1,091",38,382,11,234,9,33,309,203,15,8,best
"39,448","28,802",2012-11-02 12:09:58,0,0,0,0,0,0,9,33,309,203,15,1,best
"48,574","28,802",2014-09-08 11:53:21,0,0,0,0,0,0,9,33,309,203,15,6,normal
"53,085","28,802",2015-01-30 15:36:23,13.09,"5,301",230,"1,904",45,"1,146",9,33,309,203,15,9,best
"38,155","28,802",2012-04-25 20:48:39,8.285,"4,131",166,"1,432",56,896,9,33,309,203,15,0,normal
"54,782","28,802",2015-03-16 13:55:15,14.177,"1,474",63,508,12,301,9,33,309,203,15,10,normal
"58,352","28,802",2015-06-12 14:32:51,4.976,"1,846",36,674,27,516,9,33,309,203,15,14,best
"57,199","28,802",2015-05-14 15:08:44,7.652,453,18,157,7,96,9,33,309,203,15,10,normal
"43,220","28,802",2014-01-21 19:31:08,8.186,"8,190",258,"2,818",105,"1,857",9,33,309,203,15,4,best
"40,846","28,802",2013-05-24 16:34:22,10.416,"5,529",194,"1,904",57,"1,244",9,33,309,203,15,2,best
"43,247","28,802",2014-01-23 13:27:22,0,0,0,0,0,0,9,33,309,203,15,5,normal
"57,455","28,802",2015-05-19 12:28:02,0,0,0,0,0,0,9,33,309,203,15,11,best
"57,400","28,802",2015-05-18 13:23:29,7.691,"4,766",192,"1,702",64,"1,089",9,33,309,203,15,10,best
"57,490","28,802",2015-05-20 13:55:08,0,0,0,0,0,0,9,33,309,203,15,12,best
"57,537","28,802",2015-05-21 15:36:28,0,0,0,0,0,0,9,33,309,203,15,13,normal
"43,901","28,802",2014-02-27 19:57:12,8.01,367,17,134,5,81,9,33,309,203,15,5,normal
"43,905","28,802",2014-02-27 20:19:22,6.641,545,23,193,10,115,9,33,309,203,15,5,normal
"43,907","28,802",2014-02-27 20:39:22,7.344,404,9,145,5,103,9,33,309,203,15,5,normal
"58,274","28,802",2015-06-10 14:12:12,0,0,0,0,0,0,9,33,309,203,15,13,normal
"58,318","28,802",2015-06-11 14:27:58,0,0,0,0,0,0,9,33,309,203,15,13,best
"38,127","28,806",2012-04-25 18:37:11,0,0,0,0,0,0,0,1,1,1,0,0,normal
"38,145","28,809",2012-04-25 19:22:03,8.8,361,10,133,4,89,0,3,4,2,1,1,normal
"38,495","28,809",2012-05-15 14:32:36,10.706,"1,036",42,378,10,246,0,3,4,2,1,1,normal
"38,125","28,809",2012-04-25 18:27:18,0,0,0,0,0,0,0,3,4,2,1,0,best
"38,616","28,810",2012-05-28 03:54:23,12.57,"4,924",172,"1,797",43,"1,084",28,75,287,732,41,7,best
"38,130","28,810",2012-04-25 18:45:30,0,0,0,0,0,0,28,75,287,732,41,0,normal
"39,190","28,810",2012-09-20 18:04:00,7.44,"2,236",86,806,29,537,28,75,287,732,41,14,best
"39,843","28,810",2013-01-18 20:52:45,8.665,"2,521",125,905,33,543,28,75,287,732,41,19,best
"39,485","28,810",2012-11-12 03:58:07,0.132,103,1,40,3,29,28,75,287,732,41,16,normal
"38,346","28,810",2012-05-05 08:57:45,9.607,"1,449",48,539,15,356,28,75,287,732,41,1,best
"38,381","28,810",2012-05-06 19:13:26,2.552,540,17,197,14,132,28,75,287,732,41,2,best
"38,443","28,810",2012-05-11 09:40:40,5.967,407,14,147,6,101,28,75,287,732,41,3,best
"38,411","28,810",2012-05-09 09:57:37,6.491,536,17,201,7,142,28,75,287,732,41,3,normal
"38,469","28,810",2012-05-13 17:31:13,3.647,282,10,108,5,76,28,75,287,732,41,4,normal
"38,480","28,810",2012-05-14 15:48:20,7.864,"1,145",31,401,14,279,28,75,287,732,41,4,normal
"38,490","28,810",2012-05-15 06:14:44,5.251,468,21,175,8,112,28,75,287,732,41,4,normal
"38,532","28,810",2012-05-18 11:53:35,25.617,"1,589",55,590,7,390,28,75,287,732,41,4,best
"38,534","28,810",2012-05-18 18:20:47,8.704,"1,900",60,691,21,476,28,75,287,732,41,5,normal
"38,677","28,810",2012-06-06 01:17:23,12.398,969,24,367,8,256,28,75,287,732,41,8,best
"38,716","28,810",2012-06-14 08:41:58,6.35,791,28,289,12,186,28,75,287,732,41,9,normal
"38,565","28,810",2012-05-22 04:48:23,0,0,0,0,0,0,28,75,287,732,41,6,normal
"38,571","28,810",2012-05-22 15:16:23,0,0,0,0,0,0,28,75,287,732,41,6,best
"38,549","28,810",2012-05-20 15:45:47,6.193,"1,295",35,445,20,305,28,75,287,732,41,5,best
"42,281","28,810",2013-11-06 10:15:26,10.878,"2,264",61,770,22,521,28,75,287,732,41,38,normal
"38,639","28,810",2012-05-31 17:31:04,0,0,0,0,0,0,28,75,287,732,41,8,normal
"38,854","28,810",2012-07-15 03:05:50,15.02,966,64,368,8,181,28,75,287,732,41,12,normal
"38,737","28,810",2012-06-21 05:22:11,4.523,716,16,266,11,200,28,75,287,732,41,9,best
"38,790","28,810",2012-07-03 08:10:38,11.672,"1,583",52,593,14,386,28,75,287,732,41,10,best
"38,799","28,810",2012-07-05 10:50:28,8.602,865,22,311,10,207,28,75,287,732,41,11,normal
"38,828","28,810",2012-07-10 12:16:10,8.817,"1,487",65,545,18,334,28,75,287,732,41,11,best
"38,924","28,810",2012-08-02 08:22:36,12.909,"1,218",37,425,10,287,28,75,287,732,41,12,normal
"39,130","28,810",2012-09-11 05:13:14,8.199,"1,319",55,492,16,313,28,75,287,732,41,14,normal
"49,010","28,810",2014-09-21 21:35:11,4.006,822,19,295,15,210,28,75,287,732,41,39,best
"39,123","28,810",2012-09-10 07:31:52,5.639,467,18,177,7,118,28,75,287,732,41,13,best
"39,343","28,810",2012-10-14 13:43:17,0,0,0,0,0,0,28,75,287,732,41,15,normal
"39,496","28,810",2012-11-15 19:05:27,8.129,593,19,218,7,146,28,75,287,732,41,17,normal
"39,397","28,810",2012-10-24 09:14:27,0,0,0,0,0,0,28,75,287,732,41,15,best
"39,510","28,810",2012-11-18 18:55:37,7.735,740,24,258,9,184,28,75,287,732,41,17,normal
"39,532","28,810",2012-11-22 21:32:34,6.853,"1,248",43,437,18,291,28,75,287,732,41,17,best
"39,567","28,810",2012-11-27 23:37:07,12.555,"1,160",53,425,11,234,28,75,287,732,41,18,best
"39,588","28,810",2012-11-30 12:41:49,9.004,854,32,303,10,194,28,75,287,732,41,19,normal
"50,443","28,810",2014-11-07 04:29:25,7.591,157,7,57,3,31,28,75,287,732,41,40,best
"39,491","28,810",2012-11-13 13:11:38,11.146,"2,769",106,996,26,649,28,75,287,732,41,16,best
"39,916","28,810",2013-01-27 19:17:48,14.255,"3,695",152,"1,397",28,845,28,75,287,732,41,21,best
"40,028","28,810",2013-02-14 13:30:43,9.784,707,18,262,7,185,28,75,287,732,41,23,normal
"40,036","28,810",2013-02-16 15:47:43,5.52,"1,130",41,413,18,276,28,75,287,732,41,23,best
"39,946","28,810",2013-02-03 08:19:19,5.598,733,20,285,10,207,28,75,287,732,41,22,best
"39,838","28,810",2013-01-18 08:24:29,12.82,"1,164",52,438,10,255,28,75,287,732,41,19,normal
"39,848","28,810",2013-01-19 04:52:33,5.573,"1,079",19,383,16,277,28,75,287,732,41,20,best
"40,189","28,810",2013-03-09 15:35:14,9.053,655,16,232,7,165,28,75,287,732,41,24,best
"40,191","28,810",2013-03-09 16:09:12,9.017,"1,540",31,542,16,415,28,75,287,732,41,25,best
"40,044","28,810",2013-02-17 14:15:22,8.937,"1,176",45,445,13,286,28,75,287,732,41,24,normal
"40,417","28,810",2013-04-09 15:58:32,1.456,196,4,80,4,60,28,75,287,732,41,28,best
"40,426","28,810",2013-04-10 08:51:34,9.341,"1,302",41,467,14,313,28,75,287,732,41,29,best
"40,435","28,810",2013-04-11 17:00:56,11.834,"1,359",52,485,13,289,28,75,287,732,41,30,normal
"40,239","28,810",2013-03-17 19:32:30,13.128,494,15,166,4,116,28,75,287,732,41,26,normal
"40,254","28,810",2013-03-19 12:27:28,11.669,"2,111",55,723,19,496,28,75,287,732,41,26,normal
"40,256","28,810",2013-03-19 18:29:34,9.643,594,16,218,6,152,28,75,287,732,41,26,best
"40,303","28,810",2013-03-25 08:25:13,7.697,765,15,275,9,200,28,75,287,732,41,27,best
"40,364","28,810",2013-04-03 15:12:46,8.72,547,22,187,7,119,28,75,287,732,41,28,normal
"40,389","28,810",2013-04-07 03:32:26,5.547,434,10,161,6,121,28,75,287,732,41,28,normal
"40,543","28,810",2013-04-20 12:56:00,5.549,345,14,126,6,80,28,75,287,732,41,31,normal
"40,590","28,810",2013-04-25 06:03:54,9.219,545,13,182,6,129,28,75,287,732,41,31,best
"40,531","28,810",2013-04-19 10:03:36,10.88,"1,076",34,389,10,268,28,75,287,732,41,30,best
"41,603","28,810",2013-08-25 09:34:35,8.037,916,30,313,12,207,28,75,287,732,41,33,best
"41,641","28,810",2013-08-29 19:15:37,9.358,"1,077",35,356,13,232,28,75,287,732,41,34,normal
"41,098","28,810",2013-06-22 22:10:47,7.763,"1,805",66,643,23,427,28,75,287,732,41,32,normal
"41,695","28,810",2013-09-03 14:54:21,10.179,"1,294",32,445,13,309,28,75,287,732,41,34,best
"41,526","28,810",2013-08-18 07:14:55,28.848,787,14,352,4,305,28,75,287,732,41,32,best
"41,820","28,810",2013-09-20 19:55:12,11.298,"1,334",33,460,12,334,28,75,287,732,41,35,best
"38,330","28,810",2012-05-04 01:10:20,7.929,"2,074",80,745,26,490,28,75,287,732,41,0,best
"41,951","28,810",2013-10-07 16:54:38,8.129,583,23,210,8,127,28,75,287,732,41,36,best
"42,135","28,810",2013-10-27 06:02:13,0,0,0,0,0,0,28,75,287,732,41,37,best
"38,504","28,810",2012-05-16 12:04:50,10.797,361,19,139,4,74,28,75,287,732,41,4,normal
"42,123","28,810",2013-10-26 07:47:00,9.86,601,10,211,6,152,28,75,287,732,41,37,normal
"39,109","28,810",2012-09-07 16:44:04,8.1,"2,630",54,908,30,682,28,75,287,732,41,12,best
"42,830","28,810",2013-12-26 13:22:34,4.055,262,5,97,5,65,28,75,287,732,41,38,best
"43,908","28,810",2014-02-27 20:39:32,9.659,332,16,120,4,70,28,75,287,732,41,39,normal
"43,910","28,810",2014-02-27 21:31:07,8.55,663,18,219,9,141,28,75,287,732,41,39,normal
"39,301","28,813",2012-10-08 14:28:00,3.318,457,13,179,8,129,7,10,21,19,6,1,best
"39,303","28,813",2012-10-08 14:51:23,6.73,766,19,261,11,181,7,10,21,19,6,2,normal
"39,313","28,813",2012-10-10 10:43:52,0,0,0,0,0,0,7,10,21,19,6,2,normal
"39,177","28,813",2012-09-17 08:47:52,9.693,936,29,316,10,218,7,10,21,19,6,0,best
"39,634","28,813",2012-12-06 21:32:29,7.721,"1,225",42,431,16,285,7,10,21,19,6,2,normal
"51,044","28,813",2014-11-25 11:12:51,7.385,897,24,318,12,211,7,10,21,19,6,4,best
"40,352","28,813",2013-04-01 11:20:28,20.816,"1,705",54,587,9,377,7,10,21,19,6,2,normal
"40,944","28,813",2013-06-05 13:43:55,14.594,"1,491",58,543,11,346,7,10,21,19,6,2,best
"42,225","28,813",2013-11-03 13:44:56,7.014,780,19,248,12,173,7,10,21,19,6,3,best
"79,331","28,813",2017-01-13 17:45:12,11.962,"1,203",41,418,11,266,7,10,21,19,6,5,best
"38,184","28,816",2012-04-26 08:37:06,0,0,0,0,0,0,0,1,0,0,0,0,normal
"72,997","28,818",2016-08-09 14:01:15,17.36,632,26,222,4,139,31,167,210,400,98,96,best
"72,992","28,818",2016-08-09 11:30:50,0,0,0,0,0,0,31,167,210,400,98,95,best
"39,153","28,818",2012-09-13 07:38:59,0,0,0,0,0,0,31,167,210,400,98,42,normal
"39,030","28,818",2012-08-25 16:38:37,8.817,356,18,139,4,86,31,167,210,400,98,30,best
"39,844","28,818",2013-01-18 21:01:10,6.214,558,19,199,9,128,31,167,210,400,98,67,best
"73,010","28,818",2016-08-09 20:59:53,13.02,"2,619",113,951,22,580,31,167,210,400,98,97,normal
"39,308","28,818",2012-10-09 08:09:33,0,0,0,0,0,0,31,167,210,400,98,54,best
"39,229","28,818",2012-09-28 19:29:45,12.501,455,21,166,4,100,31,167,210,400,98,44,normal
"39,237","28,818",2012-09-29 15:05:43,13.347,578,27,211,5,119,31,167,210,400,98,45,normal
"38,258","28,818",2012-04-28 21:24:26,17.496,957,26,354,6,255,31,167,210,400,98,6,best
"38,277","28,818",2012-04-30 02:31:25,11.25,765,32,269,8,158,31,167,210,400,98,7,normal
"38,352","28,818",2012-05-05 13:18:51,13.673,951,36,341,8,196,31,167,210,400,98,9,best
"38,287","28,818",2012-04-30 22:56:59,19.518,877,36,309,5,180,31,167,210,400,98,7,best
"38,378","28,818",2012-05-06 15:33:05,13.072,748,25,273,6,183,31,167,210,400,98,11,best
"38,373","28,818",2012-05-06 07:55:39,19.171,841,35,284,5,163,31,167,210,400,98,10,best
"38,382","28,818",2012-05-06 20:12:36,13.638,769,18,269,6,182,31,167,210,400,98,12,best
"38,389","28,818",2012-05-07 08:56:47,11.23,312,10,107,3,70,31,167,210,400,98,14,normal
"38,402","28,818",2012-05-08 13:40:28,13.444,"1,001",25,335,8,230,31,167,210,400,98,14,best
"38,420","28,818",2012-05-09 21:10:39,13.513,"1,286",59,467,11,264,31,167,210,400,98,15,best
"38,423","28,818",2012-05-09 23:45:39,19.465,710,24,258,4,166,31,167,210,400,98,16,normal
"38,388","28,818",2012-05-07 06:51:17,9.695,742,26,263,8,171,31,167,210,400,98,13,best
"38,446","28,818",2012-05-11 22:37:00,15.286,975,38,340,7,215,31,167,210,400,98,16,normal
"38,135","28,818",2012-04-25 18:56:19,8.559,925,25,349,10,247,31,167,210,400,98,0,best
"38,154","28,818",2012-04-25 20:10:35,12.489,"1,289",53,472,11,298,31,167,210,400,98,1,best
"38,157","28,818",2012-04-25 21:47:34,13.305,"1,163",54,422,10,242,31,167,210,400,98,2,normal
"38,189","28,818",2012-04-26 10:30:53,77.003,586,12,204,1,163,31,167,210,400,98,2,normal
"38,190","28,818",2012-04-26 10:49:14,12.995,861,9,284,7,205,31,167,210,400,98,2,best
"38,192","28,818",2012-04-26 11:52:18,17.269,749,36,267,5,147,31,167,210,400,98,3,normal
"38,205","28,818",2012-04-27 12:44:09,14.79,"1,499",55,537,11,340,31,167,210,400,98,3,best
"38,206","28,818",2012-04-27 13:46:41,16.625,572,20,204,4,112,31,167,210,400,98,4,best
"38,471","28,818",2012-05-13 20:09:43,5.312,146,4,58,2,43,31,167,210,400,98,16,best
"38,208","28,818",2012-04-27 14:37:23,15.108,"1,606",62,553,12,335,31,167,210,400,98,5,best
"38,484","28,818",2012-05-14 20:05:21,8.94,722,24,261,8,175,31,167,210,400,98,17,best
"38,492","28,818",2012-05-15 09:06:38,13.586,788,40,286,7,155,31,167,210,400,98,18,normal
"38,499","28,818",2012-05-15 19:03:10,23.478,856,39,309,4,176,31,167,210,400,98,18,best
"38,505","28,818",2012-05-16 12:21:22,16.241,993,46,361,7,200,31,167,210,400,98,19,best
"38,522","28,818",2012-05-17 12:54:07,12.669,"1,458",50,526,12,358,31,167,210,400,98,20,best
"38,525","28,818",2012-05-17 14:54:00,12.737,933,37,337,8,207,31,167,210,400,98,21,normal
"38,527","28,818",2012-05-17 19:43:21,14.125,"1,711",74,600,14,349,31,167,210,400,98,21,best
"38,528","28,818",2012-05-17 21:40:34,9.038,631,17,217,7,151,31,167,210,400,98,22,best
"38,536","28,818",2012-05-18 20:38:59,16.259,"2,096",82,749,14,483,31,167,210,400,98,23,normal
"38,685","28,818",2012-06-06 21:12:32,15.415,"1,046",44,376,8,205,31,167,210,400,98,26,best
"38,562","28,818",2012-05-21 23:56:04,0,0,0,0,0,0,31,167,210,400,98,23,normal
"38,581","28,818",2012-05-23 20:55:17,0,0,0,0,0,0,31,167,210,400,98,23,best
"38,582","28,818",2012-05-23 21:04:23,0,0,0,0,0,0,31,167,210,400,98,24,best
"38,613","28,818",2012-05-26 21:46:27,0,0,0,0,0,0,31,167,210,400,98,25,normal
"38,641","28,818",2012-05-31 20:49:11,0,0,0,0,0,0,31,167,210,400,98,25,best
"38,630","28,818",2012-05-31 08:33:10,0,0,0,0,0,0,31,167,210,400,98,25,normal
"38,860","28,818",2012-07-16 14:10:48,11.29,691,34,255,7,146,31,167,210,400,98,28,best
"38,754","28,818",2012-06-25 08:04:20,13.95,522,24,187,5,95,31,167,210,400,98,27,normal
"38,783","28,818",2012-07-02 14:53:39,10.125,601,18,214,6,146,31,167,210,400,98,27,best
"38,923","28,818",2012-08-01 06:31:52,22.279,"1,014",33,341,5,220,31,167,210,400,98,29,best
"73,068","28,818",2016-08-11 08:37:48,7.538,591,17,202,8,136,31,167,210,400,98,97,normal
"73,073","28,818",2016-08-11 11:34:11,6.302,273,16,115,4,66,31,167,210,400,98,97,normal
"39,031","28,818",2012-08-25 19:24:40,14.322,"1,268",62,473,10,266,31,167,210,400,98,31,normal
"73,110","28,818",2016-08-12 07:28:02,12.237,842,29,330,7,240,31,167,210,400,98,97,best
"39,032","28,818",2012-08-26 07:06:38,12.858,570,29,211,5,121,31,167,210,400,98,31,normal
"72,740","28,818",2016-07-31 19:14:54,8.319,"1,293",46,464,16,298,31,167,210,400,98,93,best
"39,036","28,818",2012-08-26 21:41:49,14.531,785,32,281,6,169,31,167,210,400,98,31,normal
"72,986","28,818",2016-08-09 07:54:14,55.709,"2,103",51,"1,121",7,931,31,167,210,400,98,95,normal
"39,041","28,818",2012-08-27 07:59:11,19.041,687,31,247,4,144,31,167,210,400,98,32,best
"39,048","28,818",2012-08-27 19:00:02,10.273,"1,364",35,512,13,359,31,167,210,400,98,33,normal
"39,049","28,818",2012-08-27 19:29:10,11.245,"1,225",37,443,11,312,31,167,210,400,98,33,best
"39,079","28,818",2012-09-02 20:50:22,10.082,477,9,160,5,109,31,167,210,400,98,40,best
"39,054","28,818",2012-08-28 14:57:02,11.853,779,25,277,7,179,31,167,210,400,98,34,best
"39,062","28,818",2012-08-29 08:36:16,10.335,392,15,148,4,90,31,167,210,400,98,35,best
"39,063","28,818",2012-08-29 08:45:53,10.128,495,20,180,5,118,31,167,210,400,98,36,best
"72,941","28,818",2016-08-08 08:23:02,0,0,0,0,0,0,31,167,210,400,98,95,normal
"39,066","28,818",2012-08-29 11:07:25,20.857,"1,129",39,381,6,230,31,167,210,400,98,37,best
"39,068","28,818",2012-08-29 18:24:12,16.171,745,35,282,5,172,31,167,210,400,98,38,best
"39,070","28,818",2012-08-31 07:42:45,7.416,232,8,86,3,56,31,167,210,400,98,39,normal
"72,947","28,818",2016-08-08 11:37:05,0,0,0,0,0,0,31,167,210,400,98,95,normal
"73,012","28,818",2016-08-09 21:28:42,0,0,0,0,0,0,31,167,210,400,98,97,normal
"39,071","28,818",2012-08-31 10:11:33,16.445,605,21,216,4,139,31,167,210,400,98,39,best
"39,086","28,818",2012-09-03 07:57:50,15.098,"1,482",59,511,11,313,31,167,210,400,98,41,best
"39,038","28,818",2012-08-26 22:22:07,0,0,0,0,0,0,31,167,210,400,98,31,best
"39,165","28,818",2012-09-15 06:19:31,11.297,"1,181",40,433,11,275,31,167,210,400,98,42,best
"39,285","28,818",2012-10-06 19:54:42,-0.336,512,11,196,14,155,31,167,210,400,98,50,best
"39,236","28,818",2012-09-29 14:59:31,4.665,330,6,122,5,92,31,167,210,400,98,44,best
"39,238","28,818",2012-09-29 15:20:36,12.587,952,34,336,8,224,31,167,210,400,98,45,best
"39,272","28,818",2012-10-05 11:45:57,10.528,549,25,196,6,116,31,167,210,400,98,48,best
"39,254","28,818",2012-10-02 18:12:51,11.726,423,16,149,4,92,31,167,210,400,98,47,best
"39,167","28,818",2012-09-16 06:00:58,5.904,614,21,217,9,154,31,167,210,400,98,43,best
"39,290","28,818",2012-10-07 21:55:58,10.371,591,20,216,6,136,31,167,210,400,98,51,normal
"39,251","28,818",2012-10-02 11:48:20,10.152,"1,047",37,358,12,220,31,167,210,400,98,46,best
"39,296","28,818",2012-10-08 09:22:55,11.148,"1,161",49,410,12,244,31,167,210,400,98,52,best
"39,270","28,818",2012-10-04 07:30:22,12.345,428,8,132,4,89,31,167,210,400,98,48,normal
"39,292","28,818",2012-10-07 23:07:37,5.053,847,25,298,15,202,31,167,210,400,98,51,best
"39,310","28,818",2012-10-09 18:15:22,17.011,456,16,151,3,95,31,167,210,400,98,55,normal
