"id","id_user","creation_date","ari","characters","complexwords","syllables","sentences","words","questions","answers","comments","reviews","accepted_answers","hist_accepted_answers","class"
"6,343","6,704",2013-01-07 12:33:52,9.058,391,22,147,5,83,21,73,219,434,41,16,best
"23,414","6,704",2015-08-25 06:33:14,0,0,0,0,0,0,21,73,219,434,41,37,best
"2,413","6,704",2011-12-23 22:56:50,10.797,508,17,176,5,116,21,73,219,434,41,3,best
"17,777","6,704",2014-12-10 12:15:53,0,0,0,0,0,0,21,73,219,434,41,34,normal
"13,262","6,704",2014-04-30 20:35:18,10.18,383,15,138,4,87,21,73,219,434,41,28,best
"20,078","6,704",2015-03-26 13:22:16,7.731,450,17,164,6,103,21,73,219,434,41,36,normal
"6,803","6,704",2013-02-16 09:17:37,0,0,0,0,0,0,21,73,219,434,41,18,normal
"7,706","6,704",2013-05-09 10:39:55,10.968,704,26,248,7,156,21,73,219,434,41,20,normal
"11,908","6,704",2014-02-28 14:42:34,11.262,529,17,188,5,121,21,73,219,434,41,27,best
"3,431","6,704",2012-03-14 12:08:34,12.451,872,31,304,8,183,21,73,219,434,41,8,best
"6,189","6,704",2012-12-18 11:39:03,0,0,0,0,0,0,21,73,219,434,41,15,normal
"6,817","6,704",2013-02-17 17:48:10,0,0,0,0,0,0,21,73,219,434,41,18,best
"6,814","6,704",2013-02-17 15:39:02,0,0,0,0,0,0,21,73,219,434,41,18,normal
"14,041","6,704",2014-06-11 05:55:27,7.968,704,19,244,9,163,21,73,219,434,41,29,best
"8,060","6,704",2013-06-09 16:40:13,6.04,500,15,183,7,129,21,73,219,434,41,20,best
"4,247","6,704",2012-05-19 08:08:44,10.992,398,16,145,4,87,21,73,219,434,41,12,best
"11,119","6,704",2014-01-10 17:52:46,0,0,0,0,0,0,21,73,219,434,41,23,best
"24,441","6,704",2015-10-14 15:55:19,0,0,0,0,0,0,21,73,219,434,41,39,best
"18,416","6,704",2015-01-11 20:33:20,10.721,731,27,265,8,152,21,73,219,434,41,35,best
"26,446","6,704",2016-01-13 20:37:12,11.122,789,34,263,8,169,21,73,219,434,41,40,best
"3,506","6,704",2012-03-20 13:28:07,9.051,904,43,324,12,188,21,73,219,434,41,9,best
"23,418","6,704",2015-08-25 08:35:52,0,0,0,0,0,0,21,73,219,434,41,38,normal
"25,445","6,704",2015-11-23 20:32:24,0,0,0,0,0,0,21,73,219,434,41,40,normal
"2,260","6,704",2011-12-16 13:27:00,13.883,"1,628",67,572,14,322,21,73,219,434,41,2,normal
"2,865","6,704",2012-01-25 09:05:40,12.915,617,17,217,5,151,21,73,219,434,41,6,normal
"14,829","6,704",2014-07-28 10:10:07,0,0,0,0,0,0,21,73,219,434,41,30,best
"4,043","6,704",2012-05-03 10:24:56,0,0,0,0,0,0,21,73,219,434,41,11,best
"3,861","6,704",2012-04-19 09:11:20,10.427,902,22,313,9,211,21,73,219,434,41,11,normal
"18,169","6,704",2014-12-29 18:27:59,8.172,446,16,155,6,98,21,73,219,434,41,34,best
"13,911","6,704",2014-06-03 07:58:15,9.592,677,18,246,7,167,21,73,219,434,41,29,normal
"2,270","6,704",2011-12-16 20:31:15,16.066,"1,756",55,610,12,387,21,73,219,434,41,2,normal
"7,118","6,704",2013-03-19 21:04:30,11.055,753,25,257,8,156,21,73,219,434,41,19,normal
"18,191","6,704",2014-12-30 14:14:10,0,0,0,0,0,0,21,73,219,434,41,35,normal
"2,566","6,704",2012-01-05 09:33:38,13.662,"1,581",76,550,14,310,21,73,219,434,41,4,normal
"17,876","6,704",2014-12-16 09:36:39,11.106,"2,962",102,"1,017",30,636,21,73,219,434,41,34,normal
"23,594","6,704",2015-09-01 13:53:12,9.668,997,40,349,11,225,21,73,219,434,41,38,normal
"2,489","6,707",2011-12-30 17:37:07,11.451,"1,255",39,429,12,277,2,4,5,3,2,2,normal
"4,478","6,707",2012-06-11 11:29:54,0,0,0,0,0,0,2,4,5,3,2,2,normal
"2,475","6,707",2011-12-29 08:56:54,14.136,398,10,133,3,95,2,4,5,3,2,1,best
"2,456","6,707",2011-12-27 15:38:16,12.255,"1,300",52,468,12,276,2,4,5,3,2,0,best
"3,936","6,710",2012-04-25 04:33:34,0,0,0,0,0,0,1,19,28,17,12,7,best
"2,397","6,710",2011-12-22 20:25:12,15.057,981,18,333,7,232,1,19,28,17,12,2,best
"2,244","6,710",2011-12-16 03:13:55,7.614,645,17,225,8,159,1,19,28,17,12,1,best
"5,678","6,710",2012-10-16 15:25:42,8.704,213,9,76,3,44,1,19,28,17,12,11,best
"2,404","6,710",2011-12-23 04:45:17,8.826,358,6,118,4,87,1,19,28,17,12,3,normal
"3,425","6,710",2012-03-14 01:57:56,11.597,994,28,340,10,206,1,19,28,17,12,5,best
"3,021","6,710",2012-02-10 18:22:09,0,0,0,0,0,0,1,19,28,17,12,3,best
"2,254","6,710",2011-12-16 07:38:06,8.356,809,16,267,10,186,1,19,28,17,12,2,normal
"2,395","6,710",2011-12-22 19:07:45,9.124,274,10,100,3,66,1,19,28,17,12,2,normal
"3,241","6,710",2012-02-27 16:12:23,35.115,295,7,104,1,77,1,19,28,17,12,4,best
"2,131","6,710",2011-12-14 21:52:58,8.465,515,13,182,6,124,1,19,28,17,12,0,best
"3,249","6,710",2012-02-27 20:42:01,5.204,468,10,165,7,124,1,19,28,17,12,5,normal
"3,940","6,710",2012-04-25 15:47:05,0,0,0,0,0,0,1,19,28,17,12,8,best
"3,524","6,710",2012-03-21 16:21:19,11.023,522,19,173,6,103,1,19,28,17,12,6,best
"5,368","6,710",2012-09-18 17:33:44,8.449,556,17,191,7,125,1,19,28,17,12,11,normal
"4,789","6,710",2012-07-19 19:12:33,11.992,280,13,92,3,54,1,19,28,17,12,9,best
"5,015","6,710",2012-08-16 14:24:23,9.219,840,29,291,12,167,1,19,28,17,12,10,best
"2,472","6,710",2011-12-29 00:51:51,11.401,794,30,281,8,167,1,19,28,17,12,3,normal
"11,534","6,710",2014-02-11 06:09:40,7.448,210,9,79,3,47,1,19,28,17,12,12,normal
"2,161","6,712",2011-12-14 23:52:23,3.643,170,1,56,3,46,0,1,0,0,1,0,best
"4,705","6,720",2012-07-06 12:32:13,8.729,307,11,108,4,66,0,1,0,0,0,0,normal
"2,551","6,721",2012-01-04 15:20:12,12.105,455,17,168,4,105,2,4,1,5,1,0,best
"2,128","6,721",2011-12-14 21:42:56,11.804,"1,592",62,556,15,345,2,4,1,5,1,0,normal
"2,459","6,721",2011-12-27 16:32:57,1.039,91,0,29,3,23,2,4,1,5,1,0,normal
"2,479","6,721",2011-12-29 18:58:19,56.538,"1,059",28,348,2,222,2,4,1,5,1,0,normal
"2,191","6,722",2011-12-15 13:53:33,9.044,691,27,244,8,158,9,11,42,21,6,1,best
"3,598","6,722",2012-03-29 02:44:27,0,0,0,0,0,0,9,11,42,21,6,3,best
"2,162","6,722",2011-12-15 00:16:44,15.375,851,33,310,6,195,9,11,42,21,6,1,normal
"2,970","6,722",2012-02-05 08:40:56,0,0,0,0,0,0,9,11,42,21,6,2,best
"4,318","6,722",2012-04-25 20:43:51,0,0,0,0,0,0,9,11,42,21,6,4,best
"2,483","6,722",2011-12-29 22:46:22,11.831,323,14,121,3,71,9,11,42,21,6,2,normal
"4,223","6,722",2012-05-16 17:59:32,12.045,532,14,172,5,113,9,11,42,21,6,5,best
"2,284","6,722",2011-12-17 13:57:43,9.742,780,20,270,8,191,9,11,42,21,6,2,normal
"2,280","6,722",2011-12-17 05:19:40,13.569,928,40,328,8,188,9,11,42,21,6,2,normal
"2,160","6,722",2011-12-14 23:34:36,10.035,367,14,123,4,81,9,11,42,21,6,0,best
"2,154","6,722",2011-12-14 23:09:01,18.411,666,30,242,4,142,9,11,42,21,6,0,normal
"12,639","6,725",2014-04-01 20:56:28,10.665,568,16,181,6,122,28,53,110,58,28,22,normal
"2,702","6,725",2012-01-12 08:42:34,6.052,877,28,309,13,215,28,53,110,58,28,7,best
"2,696","6,725",2012-01-12 01:06:07,9.79,684,20,233,7,167,28,53,110,58,28,6,normal
"11,971","6,725",2014-03-05 00:06:49,12.295,813,21,274,7,190,28,53,110,58,28,19,normal
"3,115","6,725",2012-02-17 05:49:15,3.837,590,13,199,11,151,28,53,110,58,28,12,normal
"11,970","6,725",2014-03-04 22:23:15,10.934,654,19,220,7,136,28,53,110,58,28,18,best
"28,369","6,725",2016-04-08 20:02:32,0,0,0,0,0,0,28,53,110,58,28,24,best
"2,845","6,725",2012-01-23 22:31:11,9.708,595,28,208,7,127,28,53,110,58,28,11,normal
"2,843","6,725",2012-01-23 21:06:29,12.126,"1,187",39,381,11,254,28,53,110,58,28,10,best
"2,839","6,725",2012-01-23 20:16:14,13.707,"1,210",42,419,10,254,28,53,110,58,28,10,normal
"28,510","6,725",2016-04-15 18:44:23,15.748,"1,456",61,531,11,281,28,53,110,58,28,26,normal
"16,900","6,725",2014-10-30 21:08:49,0,0,0,0,0,0,28,53,110,58,28,23,normal
"28,756","6,725",2016-04-26 19:18:00,17.283,620,28,218,4,130,28,53,110,58,28,27,best
"2,331","6,725",2011-12-19 18:20:29,10.228,388,9,129,4,89,28,53,110,58,28,1,normal
"13,904","6,725",2014-06-02 20:18:00,13.521,"1,232",57,423,12,228,28,53,110,58,28,22,best
"2,562","6,725",2012-01-05 00:42:58,10.99,950,28,325,9,224,28,53,110,58,28,2,best
"3,599","6,725",2012-03-29 03:43:54,0,0,0,0,0,0,28,53,110,58,28,15,normal
"11,876","6,725",2014-02-27 00:19:59,10.926,399,11,141,4,88,28,53,110,58,28,17,best
"2,778","6,725",2012-01-19 07:54:42,14.538,"1,515",66,529,12,309,28,53,110,58,28,8,best
"28,463","6,725",2016-04-13 18:45:11,12.248,"2,721",107,950,25,581,28,53,110,58,28,25,best
"2,925","6,725",2012-02-01 01:27:26,0,0,0,0,0,0,28,53,110,58,28,12,normal
"6,695","6,725",2013-02-06 19:31:35,9.494,"4,008",167,"1,383",50,837,28,53,110,58,28,16,best
"3,630","6,725",2012-04-02 18:23:10,0,0,0,0,0,0,28,53,110,58,28,15,best
"11,675","6,725",2014-02-18 04:00:05,0,0,0,0,0,0,28,53,110,58,28,17,normal
"2,697","6,725",2012-01-12 02:03:13,14.226,"3,242",138,"1,198",25,715,28,53,110,58,28,6,best
"2,648","6,725",2012-01-10 02:29:57,17.841,"1,441",49,495,9,301,28,53,110,58,28,5,best
"2,646","6,725",2012-01-09 23:24:04,8.207,397,17,145,6,82,28,53,110,58,28,5,normal
"4,526","6,725",2012-06-15 03:23:29,0,0,0,0,0,0,28,53,110,58,28,16,normal
"6,854","6,725",2013-02-19 22:57:54,5.438,319,12,117,6,72,28,53,110,58,28,17,normal
"28,744","6,725",2016-04-25 23:59:55,25.452,"1,632",65,567,7,319,28,53,110,58,28,26,best
"3,248","6,725",2012-02-27 20:18:14,6.771,549,15,185,8,128,28,53,110,58,28,14,normal
"2,555","6,725",2012-01-04 20:02:28,15.32,569,20,208,4,134,28,53,110,58,28,1,normal
"2,785","6,725",2012-01-19 20:36:12,20.313,"2,189",94,765,12,442,28,53,110,58,28,9,normal
"2,133","6,725",2011-12-14 21:57:19,9.186,754,25,266,9,166,28,53,110,58,28,0,best
"4,198","6,725",2012-05-13 19:35:31,9.691,"2,865",68,"1,011",29,724,28,53,110,58,28,16,normal
"2,609","6,725",2012-01-06 22:36:07,14.842,"1,497",63,525,13,274,28,53,110,58,28,4,best
"3,250","6,725",2012-02-27 21:28:24,6.429,455,11,164,6,120,28,53,110,58,28,14,best
"3,879","6,725",2012-04-20 20:55:23,6.306,486,14,180,7,119,28,53,110,58,28,16,normal
"2,789","6,725",2012-01-20 02:19:25,7.915,"1,661",66,631,21,390,28,53,110,58,28,9,best
"2,911","6,725",2012-01-30 18:22:24,0,0,0,0,0,0,28,53,110,58,28,11,best
"2,605","6,725",2012-01-06 19:15:00,14.847,"4,724",201,"1,621",38,921,28,53,110,58,28,3,best
"3,160","6,725",2012-02-21 18:53:43,5.298,997,13,325,15,260,28,53,110,58,28,12,best
"28,354","6,725",2016-04-07 18:44:20,9.775,"1,381",52,480,17,285,28,53,110,58,28,23,best
"2,558","6,725",2012-01-04 20:33:02,12.014,"1,701",71,619,16,362,28,53,110,58,28,1,best
"11,996","6,725",2014-03-05 23:05:05,17.648,"1,223",57,428,8,238,28,53,110,58,28,21,best
"12,026","6,725",2014-03-07 00:22:45,4.802,192,3,64,3,51,28,53,110,58,28,22,normal
"3,183","6,725",2012-02-22 20:21:22,15.831,"1,872",62,631,13,411,28,53,110,58,28,13,best
"11,850","6,725",2014-02-25 20:04:56,14.157,906,33,304,7,201,28,53,110,58,28,17,normal
"2,265","6,725",2011-12-16 18:58:10,4.046,529,12,183,10,132,28,53,110,58,28,1,normal
"3,942","6,725",2012-04-25 19:27:27,0,0,0,0,0,0,28,53,110,58,28,16,normal
"2,368","6,725",2011-12-21 21:59:15,7.697,"1,206",52,447,17,267,28,53,110,58,28,1,normal
"11,985","6,725",2014-03-05 20:00:19,5.826,238,9,83,4,55,28,53,110,58,28,20,best
"11,983","6,725",2014-03-05 19:20:47,5.15,311,6,103,5,78,28,53,110,58,28,19,best
"4,583","6,726",2012-06-19 13:59:40,12.17,679,24,239,6,154,2,1,2,1,0,0,normal
"2,287","6,728",2011-12-17 20:56:28,13.508,611,22,219,5,133,1,3,3,0,1,1,normal
"2,274","6,728",2011-12-16 22:07:58,11.334,972,42,352,10,202,1,3,3,0,1,1,normal
"2,262","6,728",2011-12-16 16:17:44,8.323,"1,025",49,372,17,203,1,3,3,0,1,0,best
"2,427","6,731",2011-12-25 12:38:50,10.557,604,14,198,6,140,0,10,11,4,4,2,best
"2,340","6,731",2011-12-19 22:15:14,12.401,892,27,299,8,193,0,10,11,4,4,1,best
"21,514","6,731",2015-05-28 13:53:34,12.39,815,31,271,8,162,0,10,11,4,4,4,normal
"9,266","6,731",2013-08-30 19:34:52,0,0,0,0,0,0,0,10,11,4,4,3,normal
"9,265","6,731",2013-08-30 19:31:59,0,0,0,0,0,0,0,10,11,4,4,3,normal
"18,992","6,731",2015-02-06 11:07:39,10.636,421,15,154,4,104,0,10,11,4,4,3,best
"2,151","6,731",2011-12-14 22:50:22,14.915,"1,486",75,520,12,287,0,10,11,4,4,0,best
"3,300","6,731",2012-03-02 18:08:57,0,0,0,0,0,0,0,10,11,4,4,3,normal
"2,247","6,731",2011-12-16 04:33:01,5.381,115,4,44,2,27,0,10,11,4,4,1,normal
"2,127","6,731",2011-12-14 21:38:37,4.363,157,3,53,3,38,0,10,11,4,4,0,normal
"2,298","6,733",2011-12-18 16:53:33,14.139,828,33,283,7,163,0,6,9,3,3,2,normal
"2,158","6,733",2011-12-14 23:17:06,9.323,568,16,182,7,121,0,6,9,3,3,0,best
"2,183","6,733",2011-12-15 13:09:06,9.864,514,20,183,6,109,0,6,9,3,3,1,best
"2,330","6,733",2011-12-19 18:02:45,8.672,"1,092",36,386,13,252,0,6,9,3,3,2,best
"2,296","6,733",2011-12-18 16:29:08,19.867,700,33,256,4,135,0,6,9,3,3,2,normal
"2,174","6,733",2011-12-15 07:47:11,13.47,744,27,268,6,167,0,6,9,3,3,1,normal
"26,000","6,734",2015-12-20 17:54:57,11.569,107,5,39,1,24,3,2,4,0,1,0,best
"5,879","6,734",2012-11-09 02:29:34,0,0,0,0,0,0,3,2,4,0,1,0,normal
"2,806","6,735",2012-01-21 01:27:40,14.263,"1,302",46,463,10,288,0,1,1,0,1,0,best
"2,126","6,738",2011-12-14 21:37:15,6.717,386,6,126,6,87,0,2,1,0,0,0,normal
"2,328","6,738",2011-12-19 17:04:57,10.427,358,12,114,4,75,0,2,1,0,0,0,normal
"23,735","6,740",2015-09-08 20:31:09,10.981,962,40,346,10,204,31,37,101,250,11,11,normal
"2,995","6,740",2012-02-07 19:42:21,0,0,0,0,0,0,31,37,101,250,11,1,normal
"4,171","6,740",2012-05-10 14:05:02,8.408,"1,389",56,487,18,307,31,37,101,250,11,5,normal
"4,345","6,740",2012-05-30 15:02:21,22.486,"1,221",36,448,6,284,31,37,101,250,11,5,normal
"3,864","6,740",2012-04-19 12:55:36,15.217,769,33,268,6,150,31,37,101,250,11,2,normal
"3,873","6,740",2012-04-20 14:55:46,8.142,"1,054",33,360,14,234,31,37,101,250,11,2,best
"37,993","6,740",2017-06-06 20:52:22,0,0,0,0,0,0,31,37,101,250,11,11,normal
"4,455","6,740",2012-06-08 20:55:04,0,0,0,0,0,0,31,37,101,250,11,5,best
"4,208","6,740",2012-05-15 13:16:51,12.965,785,38,284,7,162,31,37,101,250,11,5,normal
"3,713","6,740",2012-04-08 02:33:00,14.515,"1,357",48,459,11,270,31,37,101,250,11,2,normal
"4,474","6,740",2012-06-10 14:23:10,0,0,0,0,0,0,31,37,101,250,11,6,normal
"3,585","6,740",2012-03-27 16:14:15,0,0,0,0,0,0,31,37,101,250,11,1,best
"3,603","6,740",2012-03-29 14:00:29,0,0,0,0,0,0,31,37,101,250,11,2,normal
"36,308","6,740",2017-04-14 07:39:10,12.417,813,25,274,8,161,31,37,101,250,11,11,normal
"36,330","6,740",2017-04-14 18:58:39,10.98,520,13,167,5,120,31,37,101,250,11,11,normal
"7,682","6,740",2013-05-07 14:04:43,15.35,"1,582",59,536,12,315,31,37,101,250,11,11,normal
"4,125","6,740",2012-05-08 17:45:35,0,0,0,0,0,0,31,37,101,250,11,3,best
"7,614","6,740",2013-04-30 14:54:42,13.77,627,9,195,5,138,31,37,101,250,11,11,normal
"2,854","6,740",2012-01-24 15:55:48,14.341,798,38,283,7,150,31,37,101,250,11,0,best
"7,550","6,740",2013-04-26 04:29:06,17.206,749,26,246,5,148,31,37,101,250,11,11,normal
"4,282","6,740",2012-05-22 20:30:03,11.132,"2,255",81,777,23,480,31,37,101,250,11,5,normal
"3,839","6,740",2012-04-18 11:25:46,13.559,820,32,282,7,168,31,37,101,250,11,2,normal
"4,170","6,740",2012-05-10 13:45:37,15.413,"1,107",30,371,8,236,31,37,101,250,11,4,best
"7,536","6,740",2013-04-24 18:05:14,8.865,236,7,79,3,51,31,37,101,250,11,11,normal
"3,242","6,740",2012-02-27 16:34:15,12.494,876,35,304,8,184,31,37,101,250,11,1,normal
"5,014","6,740",2012-08-16 13:06:34,14.024,"1,236",57,432,11,235,31,37,101,250,11,6,normal
"5,163","6,740",2012-08-28 11:01:51,15.469,375,13,136,3,70,31,37,101,250,11,7,normal
"36,462","6,740",2017-04-18 16:50:31,14.298,"1,378",60,467,11,285,31,37,101,250,11,11,normal
"5,262","6,740",2012-09-07 15:31:45,0,0,0,0,0,0,31,37,101,250,11,8,best
"5,089","6,740",2012-08-22 12:58:28,8.792,547,11,191,6,137,31,37,101,250,11,6,best
"6,952","6,740",2013-02-28 20:16:18,13.108,890,38,321,8,180,31,37,101,250,11,11,normal
"6,950","6,740",2013-02-28 15:50:13,9.929,186,9,69,2,42,31,37,101,250,11,10,best
"5,172","6,740",2012-08-28 16:19:27,10.521,"1,310",43,454,14,282,31,37,101,250,11,7,best
"2,887","6,740",2012-01-26 21:11:34,0,0,0,0,0,0,31,37,101,250,11,1,normal
"5,256","6,740",2012-09-07 10:27:53,0,0,0,0,0,0,31,37,101,250,11,8,normal
"5,391","6,740",2012-09-19 21:04:03,0,0,0,0,0,0,31,37,101,250,11,10,normal
"5,322","6,740",2012-09-13 12:36:22,0,0,0,0,0,0,31,37,101,250,11,9,best
"4,517","6,742",2012-06-14 00:57:57,0,0,0,0,0,0,1,5,1,1,4,1,best
"4,866","6,742",2012-07-25 23:02:18,21.951,"2,597",94,901,13,568,1,5,1,1,4,2,best
"3,214","6,742",2012-02-25 12:01:36,18.325,"1,325",37,443,8,282,1,5,1,1,4,0,best
"5,417","6,742",2012-09-21 22:32:34,0,0,0,0,0,0,1,5,1,1,4,3,normal
"5,814","6,742",2012-11-02 22:58:46,0,0,0,0,0,0,1,5,1,1,4,3,best
"3,188","6,743",2012-02-23 05:04:04,21.23,193,7,70,1,44,2,1,6,0,0,0,normal
"2,713","6,745",2012-01-12 17:12:24,12.395,693,26,246,6,158,0,20,11,3,10,4,best
"3,584","6,745",2012-03-27 16:10:13,0,0,0,0,0,0,0,20,11,3,10,7,normal
"2,398","6,745",2011-12-22 21:00:55,9.524,682,25,241,8,148,0,20,11,3,10,3,best
"2,285","6,745",2011-12-17 18:48:48,10.331,429,19,151,5,88,0,20,11,3,10,1,best
"2,129","6,745",2011-12-14 21:45:01,14.386,864,39,294,7,174,0,20,11,3,10,0,best
"3,623","6,745",2012-04-01 23:38:54,0,0,0,0,0,0,0,20,11,3,10,9,best
"3,607","6,745",2012-03-29 22:09:12,0,0,0,0,0,0,0,20,11,3,10,8,best
"3,528","6,745",2012-03-21 20:17:11,8.092,959,39,332,13,211,0,20,11,3,10,6,best
"2,303","6,745",2011-12-19 02:50:10,18.763,830,36,300,5,165,0,20,11,3,10,2,best
"3,597","6,745",2012-03-28 21:21:39,0,0,0,0,0,0,0,20,11,3,10,8,normal
"2,399","6,745",2011-12-22 21:31:51,4.726,228,11,82,5,51,0,20,11,3,10,4,normal
"2,756","6,745",2012-01-16 21:15:32,6.44,405,9,136,6,96,0,20,11,3,10,5,best
"2,653","6,745",2012-01-10 05:52:42,6.836,313,7,107,5,69,0,20,11,3,10,4,normal
"2,777","6,745",2012-01-18 23:04:29,7.095,814,30,294,11,195,0,20,11,3,10,6,normal
"2,124","6,745",2011-12-14 21:33:06,5.905,742,22,251,12,174,0,20,11,3,10,0,normal
"2,805","6,745",2012-01-20 20:18:50,17.024,469,15,165,3,108,0,20,11,3,10,6,normal
"2,710","6,745",2012-01-12 16:12:47,4.488,400,13,140,8,94,0,20,11,3,10,4,normal
"2,803","6,745",2012-01-20 19:46:18,19.454,849,33,303,5,162,0,20,11,3,10,6,normal
"3,588","6,745",2012-03-27 23:46:01,0,0,0,0,0,0,0,20,11,3,10,7,best
"2,393","6,745",2011-12-22 17:54:50,8.628,636,23,217,8,141,0,20,11,3,10,3,normal
"9,388","6,747",2013-09-05 22:32:52,0,0,0,0,0,0,1,6,10,2,4,3,best
"2,245","6,747",2011-12-16 03:20:35,12.618,345,12,119,3,76,1,6,10,2,4,3,normal
"2,143","6,747",2011-12-14 22:36:41,11.985,"1,295",39,432,12,281,1,6,10,2,4,0,best
"2,164","6,747",2011-12-15 00:37:36,8.829,"2,701",80,927,32,617,1,6,10,2,4,2,best
"2,246","6,747",2011-12-16 03:37:55,7.832,611,19,226,7,164,1,6,10,2,4,3,normal
"2,149","6,747",2011-12-14 22:47:18,11.12,407,11,139,4,90,1,6,10,2,4,1,best
"3,090","6,753",2012-02-15 11:05:17,16.583,"2,785",113,982,19,570,22,35,236,411,20,5,best
"16,679","6,753",2014-10-19 23:07:40,12.322,564,19,199,5,125,22,35,236,411,20,19,best
"8,146","6,753",2013-06-16 01:42:53,15.739,573,21,205,4,126,22,35,236,411,20,14,normal
"4,716","6,753",2012-07-08 11:59:10,7.273,826,28,288,13,178,22,35,236,411,20,11,best
"8,151","6,753",2013-06-16 12:07:52,28.354,777,27,267,3,168,22,35,236,411,20,14,normal
"9,624","6,753",2013-09-25 16:52:46,19.241,"1,000",46,351,6,189,22,35,236,411,20,14,best
"3,040","6,753",2012-02-11 11:00:42,0,0,0,0,0,0,22,35,236,411,20,5,normal
"11,572","6,753",2014-02-13 06:01:33,14.103,825,41,296,9,140,22,35,236,411,20,15,best
"4,892","6,753",2012-07-29 12:47:00,8.257,"1,300",54,487,17,289,22,35,236,411,20,14,normal
"2,168","6,753",2011-12-15 04:40:30,12.371,931,21,332,8,216,22,35,236,411,20,1,best
"4,751","6,753",2012-07-12 21:58:49,20.466,559,20,202,3,126,22,35,236,411,20,13,best
"2,132","6,753",2011-12-14 21:53:45,7.393,835,24,287,12,187,22,35,236,411,20,1,normal
"9,454","6,753",2013-09-10 23:01:06,0,0,0,0,0,0,22,35,236,411,20,14,normal
