"id","id_user","ari","characters","complexwords","syllables","sentences","words","questions","answers","comments","reviews","accepted_answers","class"
"23,414","6,704",0,0,0,0,0,0,21,73,219,434,41,best
"2,413","6,704",10.797,508,17,176,5,116,21,73,219,434,41,best
"17,777","6,704",0,0,0,0,0,0,21,73,219,434,41,normal
"13,262","6,704",10.18,383,15,138,4,87,21,73,219,434,41,best
"20,078","6,704",7.731,450,17,164,6,103,21,73,219,434,41,normal
"6,803","6,704",0,0,0,0,0,0,21,73,219,434,41,normal
"7,706","6,704",10.968,704,26,248,7,156,21,73,219,434,41,normal
"11,908","6,704",11.262,529,17,188,5,121,21,73,219,434,41,best
"3,431","6,704",12.451,872,31,304,8,183,21,73,219,434,41,best
"6,189","6,704",0,0,0,0,0,0,21,73,219,434,41,normal
"6,817","6,704",0,0,0,0,0,0,21,73,219,434,41,best
"6,814","6,704",0,0,0,0,0,0,21,73,219,434,41,normal
"14,041","6,704",7.968,704,19,244,9,163,21,73,219,434,41,best
"8,060","6,704",6.04,500,15,183,7,129,21,73,219,434,41,best
"4,247","6,704",10.992,398,16,145,4,87,21,73,219,434,41,best
"11,119","6,704",0,0,0,0,0,0,21,73,219,434,41,best
"24,441","6,704",0,0,0,0,0,0,21,73,219,434,41,best
"18,416","6,704",10.721,731,27,265,8,152,21,73,219,434,41,best
"26,446","6,704",11.122,789,34,263,8,169,21,73,219,434,41,best
"3,506","6,704",9.051,904,43,324,12,188,21,73,219,434,41,best
"23,418","6,704",0,0,0,0,0,0,21,73,219,434,41,normal
"25,445","6,704",0,0,0,0,0,0,21,73,219,434,41,normal
"2,260","6,704",13.883,"1,628",67,572,14,322,21,73,219,434,41,normal
"2,865","6,704",12.915,617,17,217,5,151,21,73,219,434,41,normal
"14,829","6,704",0,0,0,0,0,0,21,73,219,434,41,best
"4,043","6,704",0,0,0,0,0,0,21,73,219,434,41,best
"3,861","6,704",10.427,902,22,313,9,211,21,73,219,434,41,normal
"18,169","6,704",8.172,446,16,155,6,98,21,73,219,434,41,best
"13,911","6,704",9.592,677,18,246,7,167,21,73,219,434,41,normal
"2,270","6,704",16.066,"1,756",55,610,12,387,21,73,219,434,41,normal
"7,118","6,704",11.055,753,25,257,8,156,21,73,219,434,41,normal
"18,191","6,704",0,0,0,0,0,0,21,73,219,434,41,normal
"2,566","6,704",13.662,"1,581",76,550,14,310,21,73,219,434,41,normal
"17,876","6,704",11.106,"2,962",102,"1,017",30,636,21,73,219,434,41,normal
"23,594","6,704",9.668,997,40,349,11,225,21,73,219,434,41,normal
"2,489","6,707",11.451,"1,255",39,429,12,277,2,4,5,3,2,normal
"4,478","6,707",0,0,0,0,0,0,2,4,5,3,2,normal
"2,475","6,707",14.136,398,10,133,3,95,2,4,5,3,2,best
"2,456","6,707",12.255,"1,300",52,468,12,276,2,4,5,3,2,best
"3,936","6,710",0,0,0,0,0,0,1,19,28,17,12,best
"2,397","6,710",15.057,981,18,333,7,232,1,19,28,17,12,best
"2,244","6,710",7.614,645,17,225,8,159,1,19,28,17,12,best
"5,678","6,710",8.704,213,9,76,3,44,1,19,28,17,12,best
"2,404","6,710",8.826,358,6,118,4,87,1,19,28,17,12,normal
"3,425","6,710",11.597,994,28,340,10,206,1,19,28,17,12,best
"3,021","6,710",0,0,0,0,0,0,1,19,28,17,12,best
"2,254","6,710",8.356,809,16,267,10,186,1,19,28,17,12,normal
"2,395","6,710",9.124,274,10,100,3,66,1,19,28,17,12,normal
"3,241","6,710",35.115,295,7,104,1,77,1,19,28,17,12,best
"2,131","6,710",8.465,515,13,182,6,124,1,19,28,17,12,best
"3,249","6,710",5.204,468,10,165,7,124,1,19,28,17,12,normal
"3,940","6,710",0,0,0,0,0,0,1,19,28,17,12,best
"3,524","6,710",11.023,522,19,173,6,103,1,19,28,17,12,best
"5,368","6,710",8.449,556,17,191,7,125,1,19,28,17,12,normal
"4,789","6,710",11.992,280,13,92,3,54,1,19,28,17,12,best
"5,015","6,710",9.219,840,29,291,12,167,1,19,28,17,12,best
"2,472","6,710",11.401,794,30,281,8,167,1,19,28,17,12,normal
"11,534","6,710",7.448,210,9,79,3,47,1,19,28,17,12,normal
"2,161","6,712",3.643,170,1,56,3,46,0,1,0,0,1,best
"4,705","6,720",8.729,307,11,108,4,66,0,1,0,0,0,normal
"2,551","6,721",12.105,455,17,168,4,105,2,4,1,5,1,best
"2,128","6,721",11.804,"1,592",62,556,15,345,2,4,1,5,1,normal
"2,459","6,721",1.039,91,0,29,3,23,2,4,1,5,1,normal
"2,479","6,721",56.538,"1,059",28,348,2,222,2,4,1,5,1,normal
"2,191","6,722",9.044,691,27,244,8,158,9,11,42,21,6,best
"3,598","6,722",0,0,0,0,0,0,9,11,42,21,6,best
"2,162","6,722",15.375,851,33,310,6,195,9,11,42,21,6,normal
"2,970","6,722",0,0,0,0,0,0,9,11,42,21,6,best
"4,318","6,722",0,0,0,0,0,0,9,11,42,21,6,best
"2,483","6,722",11.831,323,14,121,3,71,9,11,42,21,6,normal
"4,223","6,722",12.045,532,14,172,5,113,9,11,42,21,6,best
"2,284","6,722",9.742,780,20,270,8,191,9,11,42,21,6,normal
"2,280","6,722",13.569,928,40,328,8,188,9,11,42,21,6,normal
"2,160","6,722",10.035,367,14,123,4,81,9,11,42,21,6,best
"2,154","6,722",18.411,666,30,242,4,142,9,11,42,21,6,normal
"12,639","6,725",10.665,568,16,181,6,122,28,53,110,58,28,normal
"2,702","6,725",6.052,877,28,309,13,215,28,53,110,58,28,best
"2,696","6,725",9.79,684,20,233,7,167,28,53,110,58,28,normal
"11,971","6,725",12.295,813,21,274,7,190,28,53,110,58,28,normal
"3,115","6,725",3.837,590,13,199,11,151,28,53,110,58,28,normal
"11,970","6,725",10.934,654,19,220,7,136,28,53,110,58,28,best
"28,369","6,725",0,0,0,0,0,0,28,53,110,58,28,best
"2,845","6,725",9.708,595,28,208,7,127,28,53,110,58,28,normal
"2,843","6,725",12.126,"1,187",39,381,11,254,28,53,110,58,28,best
"2,839","6,725",13.707,"1,210",42,419,10,254,28,53,110,58,28,normal
"28,510","6,725",15.748,"1,456",61,531,11,281,28,53,110,58,28,normal
"16,900","6,725",0,0,0,0,0,0,28,53,110,58,28,normal
"28,756","6,725",17.283,620,28,218,4,130,28,53,110,58,28,best
"2,331","6,725",10.228,388,9,129,4,89,28,53,110,58,28,normal
"13,904","6,725",13.521,"1,232",57,423,12,228,28,53,110,58,28,best
"2,562","6,725",10.99,950,28,325,9,224,28,53,110,58,28,best
"3,599","6,725",0,0,0,0,0,0,28,53,110,58,28,normal
"11,876","6,725",10.926,399,11,141,4,88,28,53,110,58,28,best
"2,778","6,725",14.538,"1,515",66,529,12,309,28,53,110,58,28,best
"28,463","6,725",12.248,"2,721",107,950,25,581,28,53,110,58,28,best
"2,925","6,725",0,0,0,0,0,0,28,53,110,58,28,normal
"6,695","6,725",9.494,"4,008",167,"1,383",50,837,28,53,110,58,28,best
"3,630","6,725",0,0,0,0,0,0,28,53,110,58,28,best
"11,675","6,725",0,0,0,0,0,0,28,53,110,58,28,normal
"2,697","6,725",14.226,"3,242",138,"1,198",25,715,28,53,110,58,28,best
"2,648","6,725",17.841,"1,441",49,495,9,301,28,53,110,58,28,best
"2,646","6,725",8.207,397,17,145,6,82,28,53,110,58,28,normal
"4,526","6,725",0,0,0,0,0,0,28,53,110,58,28,normal
"6,854","6,725",5.438,319,12,117,6,72,28,53,110,58,28,normal
"28,744","6,725",25.452,"1,632",65,567,7,319,28,53,110,58,28,best
"3,248","6,725",6.771,549,15,185,8,128,28,53,110,58,28,normal
"2,555","6,725",15.32,569,20,208,4,134,28,53,110,58,28,normal
"2,785","6,725",20.313,"2,189",94,765,12,442,28,53,110,58,28,normal
"2,133","6,725",9.186,754,25,266,9,166,28,53,110,58,28,best
"4,198","6,725",9.691,"2,865",68,"1,011",29,724,28,53,110,58,28,normal
"2,609","6,725",14.842,"1,497",63,525,13,274,28,53,110,58,28,best
"3,250","6,725",6.429,455,11,164,6,120,28,53,110,58,28,best
"3,879","6,725",6.306,486,14,180,7,119,28,53,110,58,28,normal
"2,789","6,725",7.915,"1,661",66,631,21,390,28,53,110,58,28,best
"2,911","6,725",0,0,0,0,0,0,28,53,110,58,28,best
"2,605","6,725",14.847,"4,724",201,"1,621",38,921,28,53,110,58,28,best
"3,160","6,725",5.298,997,13,325,15,260,28,53,110,58,28,best
"28,354","6,725",9.775,"1,381",52,480,17,285,28,53,110,58,28,best
"2,558","6,725",12.014,"1,701",71,619,16,362,28,53,110,58,28,best
"11,996","6,725",17.648,"1,223",57,428,8,238,28,53,110,58,28,best
"12,026","6,725",4.802,192,3,64,3,51,28,53,110,58,28,normal
"3,183","6,725",15.831,"1,872",62,631,13,411,28,53,110,58,28,best
"11,850","6,725",14.157,906,33,304,7,201,28,53,110,58,28,normal
"2,265","6,725",4.046,529,12,183,10,132,28,53,110,58,28,normal
"3,942","6,725",0,0,0,0,0,0,28,53,110,58,28,normal
"2,368","6,725",7.697,"1,206",52,447,17,267,28,53,110,58,28,normal
"11,985","6,725",5.826,238,9,83,4,55,28,53,110,58,28,best
"11,983","6,725",5.15,311,6,103,5,78,28,53,110,58,28,best
"4,583","6,726",12.17,679,24,239,6,154,2,1,2,1,0,normal
"2,287","6,728",13.508,611,22,219,5,133,1,3,3,0,1,normal
"2,274","6,728",11.334,972,42,352,10,202,1,3,3,0,1,normal
"2,262","6,728",8.323,"1,025",49,372,17,203,1,3,3,0,1,best
"2,427","6,731",10.557,604,14,198,6,140,0,10,11,4,4,best
"2,340","6,731",12.401,892,27,299,8,193,0,10,11,4,4,best
"21,514","6,731",12.39,815,31,271,8,162,0,10,11,4,4,normal
"9,266","6,731",0,0,0,0,0,0,0,10,11,4,4,normal
"9,265","6,731",0,0,0,0,0,0,0,10,11,4,4,normal
"18,992","6,731",10.636,421,15,154,4,104,0,10,11,4,4,best
"2,151","6,731",14.915,"1,486",75,520,12,287,0,10,11,4,4,best
"3,300","6,731",0,0,0,0,0,0,0,10,11,4,4,normal
"2,247","6,731",5.381,115,4,44,2,27,0,10,11,4,4,normal
"2,127","6,731",4.363,157,3,53,3,38,0,10,11,4,4,normal
"2,298","6,733",14.139,828,33,283,7,163,0,6,9,3,3,normal
"2,158","6,733",9.323,568,16,182,7,121,0,6,9,3,3,best
"2,183","6,733",9.864,514,20,183,6,109,0,6,9,3,3,best
"2,330","6,733",8.672,"1,092",36,386,13,252,0,6,9,3,3,best
"2,296","6,733",19.867,700,33,256,4,135,0,6,9,3,3,normal
"2,174","6,733",13.47,744,27,268,6,167,0,6,9,3,3,normal
"26,000","6,734",11.569,107,5,39,1,24,3,2,4,0,1,best
"5,879","6,734",0,0,0,0,0,0,3,2,4,0,1,normal
"2,806","6,735",14.263,"1,302",46,463,10,288,0,1,1,0,1,best
"2,126","6,738",6.717,386,6,126,6,87,0,2,1,0,0,normal
"2,328","6,738",10.427,358,12,114,4,75,0,2,1,0,0,normal
"23,735","6,740",10.981,962,40,346,10,204,31,37,101,250,11,normal
"2,995","6,740",0,0,0,0,0,0,31,37,101,250,11,normal
"4,171","6,740",8.408,"1,389",56,487,18,307,31,37,101,250,11,normal
"4,345","6,740",22.486,"1,221",36,448,6,284,31,37,101,250,11,normal
"3,864","6,740",15.217,769,33,268,6,150,31,37,101,250,11,normal
"3,873","6,740",8.142,"1,054",33,360,14,234,31,37,101,250,11,best
"37,993","6,740",0,0,0,0,0,0,31,37,101,250,11,normal
"4,455","6,740",0,0,0,0,0,0,31,37,101,250,11,best
"4,208","6,740",12.965,785,38,284,7,162,31,37,101,250,11,normal
"3,713","6,740",14.515,"1,357",48,459,11,270,31,37,101,250,11,normal
"4,474","6,740",0,0,0,0,0,0,31,37,101,250,11,normal
"3,585","6,740",0,0,0,0,0,0,31,37,101,250,11,best
"3,603","6,740",0,0,0,0,0,0,31,37,101,250,11,normal
"36,308","6,740",12.417,813,25,274,8,161,31,37,101,250,11,normal
"36,330","6,740",10.98,520,13,167,5,120,31,37,101,250,11,normal
"7,682","6,740",15.35,"1,582",59,536,12,315,31,37,101,250,11,normal
"4,125","6,740",0,0,0,0,0,0,31,37,101,250,11,best
"7,614","6,740",13.77,627,9,195,5,138,31,37,101,250,11,normal
"2,854","6,740",14.341,798,38,283,7,150,31,37,101,250,11,best
"7,550","6,740",17.206,749,26,246,5,148,31,37,101,250,11,normal
"4,282","6,740",11.132,"2,255",81,777,23,480,31,37,101,250,11,normal
"3,839","6,740",13.559,820,32,282,7,168,31,37,101,250,11,normal
"4,170","6,740",15.413,"1,107",30,371,8,236,31,37,101,250,11,best
"7,536","6,740",8.865,236,7,79,3,51,31,37,101,250,11,normal
"3,242","6,740",12.494,876,35,304,8,184,31,37,101,250,11,normal
"5,014","6,740",14.024,"1,236",57,432,11,235,31,37,101,250,11,normal
"5,163","6,740",15.469,375,13,136,3,70,31,37,101,250,11,normal
"36,462","6,740",14.298,"1,378",60,467,11,285,31,37,101,250,11,normal
"5,262","6,740",0,0,0,0,0,0,31,37,101,250,11,best
"5,089","6,740",8.792,547,11,191,6,137,31,37,101,250,11,best
"6,952","6,740",13.108,890,38,321,8,180,31,37,101,250,11,normal
"6,950","6,740",9.929,186,9,69,2,42,31,37,101,250,11,best
"5,172","6,740",10.521,"1,310",43,454,14,282,31,37,101,250,11,best
"2,887","6,740",0,0,0,0,0,0,31,37,101,250,11,normal
"5,256","6,740",0,0,0,0,0,0,31,37,101,250,11,normal
"5,391","6,740",0,0,0,0,0,0,31,37,101,250,11,normal
"5,322","6,740",0,0,0,0,0,0,31,37,101,250,11,best
"4,517","6,742",0,0,0,0,0,0,1,5,1,1,4,best
"4,866","6,742",21.951,"2,597",94,901,13,568,1,5,1,1,4,best
"3,214","6,742",18.325,"1,325",37,443,8,282,1,5,1,1,4,best
"5,417","6,742",0,0,0,0,0,0,1,5,1,1,4,normal
"5,814","6,742",0,0,0,0,0,0,1,5,1,1,4,best
"3,188","6,743",21.23,193,7,70,1,44,2,1,6,0,0,normal
"2,713","6,745",12.395,693,26,246,6,158,0,20,11,3,10,best
"3,584","6,745",0,0,0,0,0,0,0,20,11,3,10,normal
"2,398","6,745",9.524,682,25,241,8,148,0,20,11,3,10,best
"2,285","6,745",10.331,429,19,151,5,88,0,20,11,3,10,best
"2,129","6,745",14.386,864,39,294,7,174,0,20,11,3,10,best
"3,623","6,745",0,0,0,0,0,0,0,20,11,3,10,best
"3,607","6,745",0,0,0,0,0,0,0,20,11,3,10,best
"3,528","6,745",8.092,959,39,332,13,211,0,20,11,3,10,best
"2,303","6,745",18.763,830,36,300,5,165,0,20,11,3,10,best
"3,597","6,745",0,0,0,0,0,0,0,20,11,3,10,normal
"2,399","6,745",4.726,228,11,82,5,51,0,20,11,3,10,normal
"2,756","6,745",6.44,405,9,136,6,96,0,20,11,3,10,best
"2,653","6,745",6.836,313,7,107,5,69,0,20,11,3,10,normal
"2,777","6,745",7.095,814,30,294,11,195,0,20,11,3,10,normal
"2,124","6,745",5.905,742,22,251,12,174,0,20,11,3,10,normal
"2,805","6,745",17.024,469,15,165,3,108,0,20,11,3,10,normal
"2,710","6,745",4.488,400,13,140,8,94,0,20,11,3,10,normal
"2,803","6,745",19.454,849,33,303,5,162,0,20,11,3,10,normal
"3,588","6,745",0,0,0,0,0,0,0,20,11,3,10,best
"2,393","6,745",8.628,636,23,217,8,141,0,20,11,3,10,normal
"9,388","6,747",0,0,0,0,0,0,1,6,10,2,4,best
"2,245","6,747",12.618,345,12,119,3,76,1,6,10,2,4,normal
"2,143","6,747",11.985,"1,295",39,432,12,281,1,6,10,2,4,best
"2,164","6,747",8.829,"2,701",80,927,32,617,1,6,10,2,4,best
"2,246","6,747",7.832,611,19,226,7,164,1,6,10,2,4,normal
"2,149","6,747",11.12,407,11,139,4,90,1,6,10,2,4,best
"3,090","6,753",16.583,"2,785",113,982,19,570,22,35,236,411,20,best
"16,679","6,753",12.322,564,19,199,5,125,22,35,236,411,20,best
"8,146","6,753",15.739,573,21,205,4,126,22,35,236,411,20,normal
"4,716","6,753",7.273,826,28,288,13,178,22,35,236,411,20,best
"8,151","6,753",28.354,777,27,267,3,168,22,35,236,411,20,normal
"9,624","6,753",19.241,"1,000",46,351,6,189,22,35,236,411,20,best
"3,040","6,753",0,0,0,0,0,0,22,35,236,411,20,normal
"11,572","6,753",14.103,825,41,296,9,140,22,35,236,411,20,best
"4,892","6,753",8.257,"1,300",54,487,17,289,22,35,236,411,20,normal
"2,168","6,753",12.371,931,21,332,8,216,22,35,236,411,20,best
"4,751","6,753",20.466,559,20,202,3,126,22,35,236,411,20,best
"2,132","6,753",7.393,835,24,287,12,187,22,35,236,411,20,normal
"9,454","6,753",0,0,0,0,0,0,22,35,236,411,20,normal
"2,638","6,753",10.001,364,13,129,4,80,22,35,236,411,20,best
"15,373","6,753",0,0,0,0,0,0,22,35,236,411,20,best
"5,667","6,753",9.546,309,13,117,4,63,22,35,236,411,20,normal
"10,128","6,753",12.852,445,18,152,4,92,22,35,236,411,20,normal
"4,076","6,753",0,0,0,0,0,0,22,35,236,411,20,best
"3,615","6,753",25.493,"1,635",67,581,7,337,22,35,236,411,20,best
"2,342","6,753",12.599,"1,053",34,369,9,239,22,35,236,411,20,best
"10,127","6,753",12.904,"1,252",60,460,12,244,22,35,236,411,20,normal
"3,966","6,753",16.297,"2,267",90,805,16,453,22,35,236,411,20,best
"4,055","6,753",0,0,0,0,0,0,22,35,236,411,20,best
"2,968","6,753",0,0,0,0,0,0,22,35,236,411,20,best
"22,352","6,753",12.48,"1,015",30,356,9,221,22,35,236,411,20,normal
"4,797","6,753",9.553,571,23,208,7,120,22,35,236,411,20,normal
"7,431","6,753",0,0,0,0,0,0,22,35,236,411,20,normal
"14,225","6,753",13.145,632,11,216,5,162,22,35,236,411,20,normal
"14,184","6,753",19.097,"1,894",71,674,11,396,22,35,236,411,20,best
"2,349","6,753",8.888,461,10,157,5,116,22,35,236,411,20,normal
"2,542","6,753",11.415,802,37,298,8,170,22,35,236,411,20,normal
"4,735","6,753",0,0,0,0,0,0,22,35,236,411,20,best
"15,725","6,753",15.231,"1,541",44,536,11,349,22,35,236,411,20,best
"3,112","6,753",6.406,878,17,300,12,223,22,35,236,411,20,best
"3,976","6,753",13.254,475,16,163,4,102,22,35,236,411,20,best
"2,351","6,755",8.722,"1,186",47,426,15,260,1,13,9,10,7,normal
"3,146","6,755",15.993,430,13,139,3,91,1,13,9,10,7,normal
"2,352","6,755",18.624,679,24,240,4,151,1,13,9,10,7,best
"2,914","6,755",0,0,0,0,0,0,1,13,9,10,7,normal
"2,152","6,755",9.263,268,10,97,3,62,1,13,9,10,7,normal
"2,165","6,755",15.251,676,27,237,5,141,1,13,9,10,7,best
"2,204","6,755",12.512,302,13,104,3,59,1,13,9,10,7,normal
"2,993","6,755",0,0,0,0,0,0,1,13,9,10,7,best
"2,150","6,755",10.635,323,2,107,3,85,1,13,9,10,7,normal
"2,268","6,755",17.438,319,6,96,2,72,1,13,9,10,7,best
"6,426","6,755",8.941,231,10,82,3,49,1,13,9,10,7,best
"2,619","6,755",15.231,537,26,198,4,111,1,13,9,10,7,best
"24,673","6,755",12.854,475,14,162,4,107,1,13,9,10,7,best
"2,810","6,762",9.46,931,29,321,11,202,1,58,48,47,35,normal
"2,206","6,762",10.656,"3,488",105,"1,167",36,766,1,58,48,47,35,normal
"2,973","6,762",0,0,0,0,0,0,1,58,48,47,35,best
"2,437","6,762",13.862,"2,020",80,706,17,409,1,58,48,47,35,best
"2,677","6,762",14.828,"1,178",35,390,9,245,1,58,48,47,35,best
"3,326","6,762",0,0,0,0,0,0,1,58,48,47,35,best
"2,972","6,762",0,0,0,0,0,0,1,58,48,47,35,best
"2,461","6,762",16.975,"4,195",150,"1,450",28,852,1,58,48,47,35,best
"3,325","6,762",0,0,0,0,0,0,1,58,48,47,35,normal
"2,730","6,762",19.896,"2,166",66,746,12,463,1,58,48,47,35,best
"2,225","6,762",10.195,954,32,328,11,199,1,58,48,47,35,normal
"2,717","6,762",13.502,"1,737",82,610,16,334,1,58,48,47,35,normal
"2,719","6,762",20.807,"1,697",54,557,9,355,1,58,48,47,35,best
"4,674","6,762",13.858,"1,249",45,423,10,270,1,58,48,47,35,normal
"2,514","6,762",12.251,351,7,113,3,84,1,58,48,47,35,best
"2,830","6,762",14.829,"1,350",52,479,10,297,1,58,48,47,35,best
"2,831","6,762",12.617,890,33,321,8,188,1,58,48,47,35,best
"2,718","6,762",16.914,"1,064",33,359,7,225,1,58,48,47,35,normal
"2,832","6,762",18.094,"1,990",75,735,12,476,1,58,48,47,35,normal
"2,387","6,762",10.241,382,17,143,4,86,1,58,48,47,35,best
"2,389","6,762",14.213,"1,026",36,351,8,222,1,58,48,47,35,best
"2,833","6,762",14.22,938,36,307,8,182,1,58,48,47,35,best
"4,675","6,762",19.939,"1,057",52,371,6,205,1,58,48,47,35,normal
"2,146","6,762",15.12,"1,170",42,407,9,234,1,58,48,47,35,best
"4,934","6,762",12.185,877,37,325,8,190,1,58,48,47,35,best
"3,201","6,762",14.025,"2,735",83,911,22,576,1,58,48,47,35,best
"2,975","6,762",0,0,0,0,0,0,1,58,48,47,35,normal
"2,138","6,762",19.03,"1,041",42,381,6,233,1,58,48,47,35,best
"2,496","6,762",12.491,"1,334",48,475,12,285,1,58,48,47,35,best
"3,217","6,762",13.224,"1,219",33,425,10,274,1,58,48,47,35,best
"2,513","6,762",16.822,900,29,294,6,187,1,58,48,47,35,best
"4,667","6,762",7.504,"1,101",53,399,16,243,1,58,48,47,35,normal
"2,228","6,762",15.442,"2,486",100,866,18,526,1,58,48,47,35,normal
"4,669","6,762",19.08,"1,192",49,432,7,241,1,58,48,47,35,best
"2,200","6,762",12.051,"2,149",64,731,20,461,1,58,48,47,35,best
"2,519","6,762",14.007,"1,738",75,637,14,366,1,58,48,47,35,normal
"2,405","6,762",7.018,467,19,172,7,105,1,58,48,47,35,best
"2,533","6,762",24.001,"1,971",82,715,9,418,1,58,48,47,35,best
"2,858","6,762",13.777,"2,038",86,693,18,397,1,58,48,47,35,best
"2,797","6,762",14.522,"1,267",58,430,11,237,1,58,48,47,35,best
"2,188","6,762",17.826,"1,310",71,476,9,236,1,58,48,47,35,normal
"2,796","6,762",11.937,552,18,193,5,124,1,58,48,47,35,best
"2,567","6,762",21.455,"1,364",47,459,7,287,1,58,48,47,35,normal
"2,568","6,762",13.745,"1,405",52,497,12,283,1,58,48,47,35,best
"2,570","6,762",14.429,940,25,321,7,219,1,58,48,47,35,normal
"3,758","6,762",15.572,"1,082",49,394,8,218,1,58,48,47,35,normal
"2,235","6,762",0,0,0,0,0,0,1,58,48,47,35,normal
"2,979","6,762",0,0,0,0,0,0,1,58,48,47,35,best
"3,753","6,762",0,0,0,0,0,0,1,58,48,47,35,best
"3,755","6,762",10.125,561,15,194,6,125,1,58,48,47,35,best
"3,752","6,762",13.541,781,31,264,7,153,1,58,48,47,35,normal
"2,762","6,762",9.117,"1,081",32,375,13,238,1,58,48,47,35,normal
"2,363","6,762",14.526,"1,173",34,404,9,251,1,58,48,47,35,best
"2,469","6,762",11.677,"2,255",80,771,22,477,1,58,48,47,35,best
"2,654","6,762",19.243,"1,911",71,672,11,401,1,58,48,47,35,normal
"2,678","6,762",15.098,"1,518",54,508,12,295,1,58,48,47,35,normal
"2,974","6,762",0,0,0,0,0,0,1,58,48,47,35,normal
"3,751","6,762",14.605,"2,663",103,916,22,516,1,58,48,47,35,best
"4,156","6,763",10.571,901,27,320,9,207,3,31,25,4,10,normal
"3,339","6,763",0,0,0,0,0,0,3,31,25,4,10,normal
"3,340","6,763",0,0,0,0,0,0,3,31,25,4,10,normal
"13,229","6,763",15.12,520,20,178,4,104,3,31,25,4,10,best
"10,752","6,763",0,0,0,0,0,0,3,31,25,4,10,best
"3,980","6,763",0,0,0,0,0,0,3,31,25,4,10,normal
"20,513","6,763",0,0,0,0,0,0,3,31,25,4,10,best
"2,624","6,763",10.962,"1,056",51,379,13,202,3,31,25,4,10,normal
"2,636","6,763",9.033,606,24,221,7,139,3,31,25,4,10,normal
"9,630","6,763",11.206,291,11,102,3,61,3,31,25,4,10,normal
"3,965","6,763",0,0,0,0,0,0,3,31,25,4,10,best
"3,413","6,763",11.611,970,39,327,10,197,3,31,25,4,10,normal
"4,977","6,763",10.501,833,30,293,9,178,3,31,25,4,10,normal
"14,358","6,763",20.479,932,34,332,5,213,3,31,25,4,10,normal
"20,730","6,763",15.604,435,15,154,3,104,3,31,25,4,10,normal
"13,230","6,763",12.343,"1,515",43,523,13,354,3,31,25,4,10,best
"11,172","6,763",11.07,"1,013",37,356,10,224,3,31,25,4,10,best
"6,999","6,763",8.315,644,22,227,8,148,3,31,25,4,10,normal
"5,098","6,763",10.528,"1,057",47,389,11,233,3,31,25,4,10,normal
"5,099","6,763",11.784,"2,016",54,687,18,473,3,31,25,4,10,normal
"3,059","6,763",0,0,0,0,0,0,3,31,25,4,10,best
