"id","id_user","ari","characters","complexwords","syllables","sentences","words","questions","answers","comments","reviews","accepted_answers","class"
"38,549","28,810",6.193,"1,295",35,445,20,305,28,75,287,732,41,best
"42,281","28,810",10.878,"2,264",61,770,22,521,28,75,287,732,41,normal
"38,639","28,810",0,0,0,0,0,0,28,75,287,732,41,normal
"38,854","28,810",15.02,966,64,368,8,181,28,75,287,732,41,normal
"38,737","28,810",4.523,716,16,266,11,200,28,75,287,732,41,best
"38,790","28,810",11.672,"1,583",52,593,14,386,28,75,287,732,41,best
"38,799","28,810",8.602,865,22,311,10,207,28,75,287,732,41,normal
"38,828","28,810",8.817,"1,487",65,545,18,334,28,75,287,732,41,best
"38,924","28,810",12.909,"1,218",37,425,10,287,28,75,287,732,41,normal
"39,130","28,810",8.199,"1,319",55,492,16,313,28,75,287,732,41,normal
"49,010","28,810",4.006,822,19,295,15,210,28,75,287,732,41,best
"39,123","28,810",5.639,467,18,177,7,118,28,75,287,732,41,best
"39,343","28,810",0,0,0,0,0,0,28,75,287,732,41,normal
"39,496","28,810",8.129,593,19,218,7,146,28,75,287,732,41,normal
"39,397","28,810",0,0,0,0,0,0,28,75,287,732,41,best
"39,510","28,810",7.735,740,24,258,9,184,28,75,287,732,41,normal
"39,532","28,810",6.853,"1,248",43,437,18,291,28,75,287,732,41,best
"39,567","28,810",12.555,"1,160",53,425,11,234,28,75,287,732,41,best
"39,588","28,810",9.004,854,32,303,10,194,28,75,287,732,41,normal
"50,443","28,810",7.591,157,7,57,3,31,28,75,287,732,41,best
"39,491","28,810",11.146,"2,769",106,996,26,649,28,75,287,732,41,best
"39,916","28,810",14.255,"3,695",152,"1,397",28,845,28,75,287,732,41,best
"40,028","28,810",9.784,707,18,262,7,185,28,75,287,732,41,normal
"40,036","28,810",5.52,"1,130",41,413,18,276,28,75,287,732,41,best
"39,946","28,810",5.598,733,20,285,10,207,28,75,287,732,41,best
"39,838","28,810",12.82,"1,164",52,438,10,255,28,75,287,732,41,normal
"39,848","28,810",5.573,"1,079",19,383,16,277,28,75,287,732,41,best
"40,189","28,810",9.053,655,16,232,7,165,28,75,287,732,41,best
"40,191","28,810",9.017,"1,540",31,542,16,415,28,75,287,732,41,best
"40,044","28,810",8.937,"1,176",45,445,13,286,28,75,287,732,41,normal
"40,417","28,810",1.456,196,4,80,4,60,28,75,287,732,41,best
"40,426","28,810",9.341,"1,302",41,467,14,313,28,75,287,732,41,best
"40,435","28,810",11.834,"1,359",52,485,13,289,28,75,287,732,41,normal
"40,239","28,810",13.128,494,15,166,4,116,28,75,287,732,41,normal
"40,254","28,810",11.669,"2,111",55,723,19,496,28,75,287,732,41,normal
"40,256","28,810",9.643,594,16,218,6,152,28,75,287,732,41,best
"40,303","28,810",7.697,765,15,275,9,200,28,75,287,732,41,best
"40,364","28,810",8.72,547,22,187,7,119,28,75,287,732,41,normal
"40,389","28,810",5.547,434,10,161,6,121,28,75,287,732,41,normal
"40,543","28,810",5.549,345,14,126,6,80,28,75,287,732,41,normal
"40,590","28,810",9.219,545,13,182,6,129,28,75,287,732,41,best
"40,531","28,810",10.88,"1,076",34,389,10,268,28,75,287,732,41,best
"41,603","28,810",8.037,916,30,313,12,207,28,75,287,732,41,best
"41,641","28,810",9.358,"1,077",35,356,13,232,28,75,287,732,41,normal
"41,098","28,810",7.763,"1,805",66,643,23,427,28,75,287,732,41,normal
"41,695","28,810",10.179,"1,294",32,445,13,309,28,75,287,732,41,best
"41,526","28,810",28.848,787,14,352,4,305,28,75,287,732,41,best
"41,820","28,810",11.298,"1,334",33,460,12,334,28,75,287,732,41,best
"38,330","28,810",7.929,"2,074",80,745,26,490,28,75,287,732,41,best
"41,951","28,810",8.129,583,23,210,8,127,28,75,287,732,41,best
"42,135","28,810",0,0,0,0,0,0,28,75,287,732,41,best
"38,504","28,810",10.797,361,19,139,4,74,28,75,287,732,41,normal
"42,123","28,810",9.86,601,10,211,6,152,28,75,287,732,41,normal
"39,109","28,810",8.1,"2,630",54,908,30,682,28,75,287,732,41,best
"42,830","28,810",4.055,262,5,97,5,65,28,75,287,732,41,best
"43,908","28,810",9.659,332,16,120,4,70,28,75,287,732,41,normal
"43,910","28,810",8.55,663,18,219,9,141,28,75,287,732,41,normal
"39,301","28,813",3.318,457,13,179,8,129,7,10,21,19,6,best
"39,303","28,813",6.73,766,19,261,11,181,7,10,21,19,6,normal
"39,313","28,813",0,0,0,0,0,0,7,10,21,19,6,normal
"39,177","28,813",9.693,936,29,316,10,218,7,10,21,19,6,best
"39,634","28,813",7.721,"1,225",42,431,16,285,7,10,21,19,6,normal
"51,044","28,813",7.385,897,24,318,12,211,7,10,21,19,6,best
"40,352","28,813",20.816,"1,705",54,587,9,377,7,10,21,19,6,normal
"40,944","28,813",14.594,"1,491",58,543,11,346,7,10,21,19,6,best
"42,225","28,813",7.014,780,19,248,12,173,7,10,21,19,6,best
"79,331","28,813",11.962,"1,203",41,418,11,266,7,10,21,19,6,best
"38,184","28,816",0,0,0,0,0,0,0,1,0,0,0,normal
"72,997","28,818",17.36,632,26,222,4,139,31,167,210,400,98,best
"72,992","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,153","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,030","28,818",8.817,356,18,139,4,86,31,167,210,400,98,best
"39,844","28,818",6.214,558,19,199,9,128,31,167,210,400,98,best
"73,010","28,818",13.02,"2,619",113,951,22,580,31,167,210,400,98,normal
"39,308","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,229","28,818",12.501,455,21,166,4,100,31,167,210,400,98,normal
"39,237","28,818",13.347,578,27,211,5,119,31,167,210,400,98,normal
"38,258","28,818",17.496,957,26,354,6,255,31,167,210,400,98,best
"38,277","28,818",11.25,765,32,269,8,158,31,167,210,400,98,normal
"38,352","28,818",13.673,951,36,341,8,196,31,167,210,400,98,best
"38,287","28,818",19.518,877,36,309,5,180,31,167,210,400,98,best
"38,378","28,818",13.072,748,25,273,6,183,31,167,210,400,98,best
"38,373","28,818",19.171,841,35,284,5,163,31,167,210,400,98,best
"38,382","28,818",13.638,769,18,269,6,182,31,167,210,400,98,best
"38,389","28,818",11.23,312,10,107,3,70,31,167,210,400,98,normal
"38,402","28,818",13.444,"1,001",25,335,8,230,31,167,210,400,98,best
"38,420","28,818",13.513,"1,286",59,467,11,264,31,167,210,400,98,best
"38,423","28,818",19.465,710,24,258,4,166,31,167,210,400,98,normal
"38,388","28,818",9.695,742,26,263,8,171,31,167,210,400,98,best
"38,446","28,818",15.286,975,38,340,7,215,31,167,210,400,98,normal
"38,135","28,818",8.559,925,25,349,10,247,31,167,210,400,98,best
"38,154","28,818",12.489,"1,289",53,472,11,298,31,167,210,400,98,best
"38,157","28,818",13.305,"1,163",54,422,10,242,31,167,210,400,98,normal
"38,189","28,818",77.003,586,12,204,1,163,31,167,210,400,98,normal
"38,190","28,818",12.995,861,9,284,7,205,31,167,210,400,98,best
"38,192","28,818",17.269,749,36,267,5,147,31,167,210,400,98,normal
"38,205","28,818",14.79,"1,499",55,537,11,340,31,167,210,400,98,best
"38,206","28,818",16.625,572,20,204,4,112,31,167,210,400,98,best
"38,471","28,818",5.312,146,4,58,2,43,31,167,210,400,98,best
"38,208","28,818",15.108,"1,606",62,553,12,335,31,167,210,400,98,best
"38,484","28,818",8.94,722,24,261,8,175,31,167,210,400,98,best
"38,492","28,818",13.586,788,40,286,7,155,31,167,210,400,98,normal
"38,499","28,818",23.478,856,39,309,4,176,31,167,210,400,98,best
"38,505","28,818",16.241,993,46,361,7,200,31,167,210,400,98,best
"38,522","28,818",12.669,"1,458",50,526,12,358,31,167,210,400,98,best
"38,525","28,818",12.737,933,37,337,8,207,31,167,210,400,98,normal
"38,527","28,818",14.125,"1,711",74,600,14,349,31,167,210,400,98,best
"38,528","28,818",9.038,631,17,217,7,151,31,167,210,400,98,best
"38,536","28,818",16.259,"2,096",82,749,14,483,31,167,210,400,98,normal
"38,685","28,818",15.415,"1,046",44,376,8,205,31,167,210,400,98,best
"38,562","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"38,581","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"38,582","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"38,613","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"38,641","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"38,630","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"38,860","28,818",11.29,691,34,255,7,146,31,167,210,400,98,best
"38,754","28,818",13.95,522,24,187,5,95,31,167,210,400,98,normal
"38,783","28,818",10.125,601,18,214,6,146,31,167,210,400,98,best
"38,923","28,818",22.279,"1,014",33,341,5,220,31,167,210,400,98,best
"73,068","28,818",7.538,591,17,202,8,136,31,167,210,400,98,normal
"73,073","28,818",6.302,273,16,115,4,66,31,167,210,400,98,normal
"39,031","28,818",14.322,"1,268",62,473,10,266,31,167,210,400,98,normal
"73,110","28,818",12.237,842,29,330,7,240,31,167,210,400,98,best
"39,032","28,818",12.858,570,29,211,5,121,31,167,210,400,98,normal
"72,740","28,818",8.319,"1,293",46,464,16,298,31,167,210,400,98,best
"39,036","28,818",14.531,785,32,281,6,169,31,167,210,400,98,normal
"72,986","28,818",55.709,"2,103",51,"1,121",7,931,31,167,210,400,98,normal
"39,041","28,818",19.041,687,31,247,4,144,31,167,210,400,98,best
"39,048","28,818",10.273,"1,364",35,512,13,359,31,167,210,400,98,normal
"39,049","28,818",11.245,"1,225",37,443,11,312,31,167,210,400,98,best
"39,079","28,818",10.082,477,9,160,5,109,31,167,210,400,98,best
"39,054","28,818",11.853,779,25,277,7,179,31,167,210,400,98,best
"39,062","28,818",10.335,392,15,148,4,90,31,167,210,400,98,best
"39,063","28,818",10.128,495,20,180,5,118,31,167,210,400,98,best
"72,941","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,066","28,818",20.857,"1,129",39,381,6,230,31,167,210,400,98,best
"39,068","28,818",16.171,745,35,282,5,172,31,167,210,400,98,best
"39,070","28,818",7.416,232,8,86,3,56,31,167,210,400,98,normal
"72,947","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"73,012","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,071","28,818",16.445,605,21,216,4,139,31,167,210,400,98,best
"39,086","28,818",15.098,"1,482",59,511,11,313,31,167,210,400,98,best
"39,038","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,165","28,818",11.297,"1,181",40,433,11,275,31,167,210,400,98,best
"39,285","28,818",-0.336,512,11,196,14,155,31,167,210,400,98,best
"39,236","28,818",4.665,330,6,122,5,92,31,167,210,400,98,best
"39,238","28,818",12.587,952,34,336,8,224,31,167,210,400,98,best
"39,272","28,818",10.528,549,25,196,6,116,31,167,210,400,98,best
"39,254","28,818",11.726,423,16,149,4,92,31,167,210,400,98,best
"39,167","28,818",5.904,614,21,217,9,154,31,167,210,400,98,best
"39,290","28,818",10.371,591,20,216,6,136,31,167,210,400,98,normal
"39,251","28,818",10.152,"1,047",37,358,12,220,31,167,210,400,98,best
"39,296","28,818",11.148,"1,161",49,410,12,244,31,167,210,400,98,best
"39,270","28,818",12.345,428,8,132,4,89,31,167,210,400,98,normal
"39,292","28,818",5.053,847,25,298,15,202,31,167,210,400,98,best
"39,310","28,818",17.011,456,16,151,3,95,31,167,210,400,98,normal
"39,276","28,818",6.646,322,13,114,5,73,31,167,210,400,98,normal
"39,278","28,818",25.334,921,40,342,4,204,31,167,210,400,98,best
"39,327","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,304","28,818",9.769,853,18,294,9,200,31,167,210,400,98,best
"39,337","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,352","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,367","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,393","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,384","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,405","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,426","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,431","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,433","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,427","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,442","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,507","28,818",22.124,"1,384",54,514,7,346,31,167,210,400,98,best
"39,424","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"39,558","28,818",14.885,746,34,253,6,145,31,167,210,400,98,best
"39,648","28,818",0.148,117,2,43,3,35,31,167,210,400,98,normal
"39,820","28,818",8.755,353,8,123,4,85,31,167,210,400,98,best
"39,821","28,818",15.274,"1,326",63,466,10,268,31,167,210,400,98,best
"39,791","28,818",10.55,280,12,102,3,60,31,167,210,400,98,normal
"39,992","28,818",8.418,435,10,151,5,107,31,167,210,400,98,normal
"40,013","28,818",9.929,558,24,206,6,126,31,167,210,400,98,best
"72,906","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"39,850","28,818",20.838,756,27,272,4,179,31,167,210,400,98,normal
"39,851","28,818",11.914,864,28,298,8,189,31,167,210,400,98,normal
"39,852","28,818",12.849,976,37,335,9,197,31,167,210,400,98,best
"39,855","28,818",5.831,458,13,160,7,112,31,167,210,400,98,best
"39,889","28,818",12.255,669,29,242,6,147,31,167,210,400,98,normal
"72,870","28,818",19.538,706,34,262,4,148,31,167,210,400,98,best
"40,246","28,818",9.728,321,12,110,4,66,31,167,210,400,98,best
"41,247","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"41,369","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"41,583","28,818",14.816,"1,058",39,365,8,224,31,167,210,400,98,best
"41,587","28,818",10.277,350,15,126,4,73,31,167,210,400,98,best
"41,594","28,818",9.019,763,31,285,9,172,31,167,210,400,98,best
"41,604","28,818",7.922,700,22,252,9,162,31,167,210,400,98,normal
"41,605","28,818",31.088,"1,135",42,403,4,247,31,167,210,400,98,normal
"41,610","28,818",14.389,"1,057",46,398,8,237,31,167,210,400,98,normal
"41,615","28,818",11.157,542,14,186,5,131,31,167,210,400,98,best
"41,600","28,818",16.973,906,43,352,6,187,31,167,210,400,98,best
"41,635","28,818",21.257,773,28,277,4,176,31,167,210,400,98,best
"41,652","28,818",22.648,"1,031",28,352,5,217,31,167,210,400,98,normal
"41,655","28,818",24.756,903,34,316,4,195,31,167,210,400,98,normal
"41,717","28,818",9.229,234,15,91,3,49,31,167,210,400,98,normal
"41,687","28,818",15.446,"1,123",43,410,8,246,31,167,210,400,98,best
"41,710","28,818",7.215,366,8,128,5,86,31,167,210,400,98,best
"41,707","28,818",12.956,852,41,301,8,168,31,167,210,400,98,normal
"41,647","28,818",9.778,393,13,146,4,97,31,167,210,400,98,normal
"42,011","28,818",8.462,483,23,172,7,100,31,167,210,400,98,best
"41,931","28,818",17.717,487,16,167,3,112,31,167,210,400,98,normal
"41,889","28,818",9.765,360,10,117,4,80,31,167,210,400,98,normal
"41,874","28,818",16.413,296,5,110,2,88,31,167,210,400,98,normal
"41,878","28,818",15.426,"1,596",82,566,12,319,31,167,210,400,98,best
"41,891","28,818",3.817,162,6,58,4,37,31,167,210,400,98,best
"41,904","28,818",10.577,"1,443",50,508,15,317,31,167,210,400,98,best
"41,905","28,818",14.763,356,21,136,3,67,31,167,210,400,98,normal
"41,917","28,818",10.693,703,30,259,7,160,31,167,210,400,98,best
"41,930","28,818",22.686,412,17,152,2,93,31,167,210,400,98,normal
"42,180","28,818",14.275,"2,080",97,756,17,419,31,167,210,400,98,best
"41,916","28,818",6.617,578,22,215,8,142,31,167,210,400,98,normal
"42,345","28,818",16.664,923,34,333,6,220,31,167,210,400,98,best
"42,098","28,818",0,0,0,0,0,0,31,167,210,400,98,best
"42,064","28,818",18.207,"1,291",55,445,8,260,31,167,210,400,98,best
"42,099","28,818",11.871,625,26,210,6,132,31,167,210,400,98,normal
"42,143","28,818",6.255,243,8,88,4,55,31,167,210,400,98,normal
"42,091","28,818",11.697,372,17,134,4,73,31,167,210,400,98,best
"42,072","28,818",11.7,323,11,119,3,72,31,167,210,400,98,normal
"42,493","28,818",12.692,367,10,132,3,92,31,167,210,400,98,normal
"42,528","28,818",10.404,340,13,112,4,69,31,167,210,400,98,normal
"73,005","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"38,335","28,818",12.692,"3,045",103,"1,038",26,684,31,167,210,400,98,best
"38,537","28,818",19.29,"1,927",69,661,11,417,31,167,210,400,98,normal
"42,051","28,818",10.883,491,12,163,5,107,31,167,210,400,98,normal
"42,076","28,818",10.088,261,9,88,3,55,31,167,210,400,98,normal
"42,070","28,818",2.73,130,4,44,4,30,31,167,210,400,98,best
"72,982","28,818",0,0,0,0,0,0,31,167,210,400,98,normal
"38,820","28,820",11.435,"3,448",141,"1,200",36,703,1,26,39,31,18,best
"60,717","28,820",0,0,0,0,0,0,1,26,39,31,18,best
"38,279","28,820",11.145,"4,764",171,"1,707",46,"1,073",1,26,39,31,18,best
"38,183","28,820",15.382,"2,564",105,953,18,597,1,26,39,31,18,best
"39,017","28,820",8.87,135,6,51,2,27,1,26,39,31,18,normal
"38,888","28,820",7.711,149,8,60,2,34,1,26,39,31,18,normal
"38,392","28,820",9.805,"1,099",47,394,13,232,1,26,39,31,18,best
"38,412","28,820",8.715,636,28,229,9,131,1,26,39,31,18,best
"38,419","28,820",7.612,784,23,275,10,188,1,26,39,31,18,best
"38,426","28,820",7.756,468,20,164,7,100,1,26,39,31,18,best
"38,173","28,820",6,575,10,198,8,150,1,26,39,31,18,best
"38,172","28,820",11.266,"6,514",201,"2,298",61,"1,510",1,26,39,31,18,best
"38,693","28,820",6.817,"1,872",66,664,26,450,1,26,39,31,18,normal
"38,620","28,820",0,0,0,0,0,0,1,26,39,31,18,best
"38,663","28,820",0,0,0,0,0,0,1,26,39,31,18,best
"38,819","28,820",12.572,"1,908",81,693,17,409,1,26,39,31,18,best
"38,881","28,820",13.219,883,24,311,7,218,1,26,39,31,18,best
"58,614","28,820",0,0,0,0,0,0,1,26,39,31,18,normal
"38,473","28,820",10.969,"2,361",81,837,23,536,1,26,39,31,18,normal
"38,200","28,820",11.837,"5,972",212,"2,148",56,"1,297",1,26,39,31,18,normal
"38,370","28,820",11.863,"2,385",109,860,24,484,1,26,39,31,18,best
"38,406","28,820",11.445,"2,177",96,806,21,476,1,26,39,31,18,best
"38,320","28,820",12.326,"1,679",53,575,15,368,1,26,39,31,18,best
"58,493","28,820",11.961,"2,180",75,770,20,480,1,26,39,31,18,normal
"58,507","28,820",11.286,"2,391",104,865,23,533,1,26,39,31,18,normal
"58,738","28,820",12.282,"1,778",61,602,17,364,1,26,39,31,18,best
"38,144","28,823",6.597,372,10,131,6,83,2,2,6,2,1,best
"38,156","28,823",12.368,651,30,227,6,137,2,2,6,2,1,normal
"38,444","28,827",12.926,444,24,167,4,91,0,63,127,36,33,best
"38,674","28,827",0,0,0,0,0,0,0,63,127,36,33,best
"70,750","28,827",6.827,675,21,238,9,168,0,63,127,36,33,best
"45,954","28,827",11.554,861,29,307,8,195,0,63,127,36,33,normal
"42,540","28,827",3.461,215,2,75,4,57,0,63,127,36,33,normal
"45,715","28,827",11.574,"1,142",42,403,11,247,0,63,127,36,33,normal
"66,605","28,827",15.724,"1,161",29,399,8,268,0,63,127,36,33,normal
